4G_App_Thrp,PDCP_Thrp,RSRP,RSRQ,SINR,PDSCH_RB
49103.70,52305.92,-105.1,-13.2,15.5,58.4
27941.00,54256.67,-105.1,-12.1,15.0,65.3
50226.54,55359.45,-111.8,-14.6,12.2,68.8
69100.58,57885.28,-107.8,-14.4,10.0,77.2
,29131.56,-112.7,-13.0,9.5,58.7
,0.00,-106.7,-11.2,4.2,
,0.00,-116.4,-10.5,4.2,12.0
,0.00,-106.8,-11.3,-0.3,4.0
,0.62,-118.7,-11.2,2.0,4.0
,0.00,-128.5,-10.1,9.4,4.0
,0.00,-112.0,-14.1,4.0,4.0
,1.96,-105.9,-11.9,7.6,4.0
,0.00,-118.3,-12.3,8.8,4.0
,2.82,-108.6,-13.6,-0.3,4.0
,0.00,-100.2,-11.0,10.2,
,0.00,-113.0,-10.4,14.5,4.0
,0.00,-121.3,-10.0,10.6,4.0
,0.63,-105.9,-13.9,-3.3,4.0
,0.00,-124.8,-12.9,11.2,4.0
,0.00,-117.4,-13.3,1.9,4.0
,0.00,-116.1,-10.9,15.6,
,0.00,-110.9,-12.6,4.8,4.0
,0.00,-122.1,-11.5,13.6,4.0
,0.00,-112.6,-10.5,16.0,4.0
,0.00,-115.0,-11.5,8.8,
,0.00,-116.2,-12.5,7.9,4.0
,0.00,-128.2,-14.0,5.0,4.0
,0.00,-110.9,-14.2,2.4,4.0
,,-124.8,-12.9,6.9,
,,-126.6,-11.0,12.6,
,,-124.3,-11.4,10.7,4.0
,,-125.1,-12.9,3.2,4.0
,,-126.1,-12.9,8.8,
,,-128.5,-12.7,9.5,
,,-115.8,-12.2,3.9,4.0
,4865.39,-114.1,-13.9,4.3,13.8
,9063.96,-115.5,-16.1,4.9,29.8
7384.84,25594.81,-113.4,-16.1,6.6,69.2
7758.98,30348.47,-111.3,-16.7,8.7,66.0
30419.90,35439.71,-112.5,-16.5,8.5,76.0
26330.94,49351.55,-113.8,-17.0,7.0,90.7
42720.77,57363.36,-114.0,-16.2,9.0,92.8
52352.72,45881.78,-110.8,-12.7,12.5,59.6
56909.49,39626.16,-108.9,-15.1,11.7,69.2
38161.88,41712.58,-108.8,-15.7,10.4,72.8
38548.81,43905.30,-106.2,-15.3,13.4,73.8
32132.80,45356.90,-110.9,-14.0,10.9,68.7
55802.90,35796.37,-109.6,-14.7,13.6,62.2
34503.61,46259.83,-110.3,-13.1,11.8,66.4
46094.98,42922.78,-109.2,-14.5,10.8,71.2
41313.94,35146.78,-107.8,-13.1,12.8,42.8
39330.95,28608.24,-110.9,-13.0,11.9,45.3
26756.80,47400.84,-110.7,-13.6,11.6,70.4
46120.35,52391.18,-114.9,-15.0,10.4,71.2
46086.15,47517.67,-111.5,-13.9,9.9,67.6
53859.71,53793.25,-111.7,-15.3,12.0,72.4
45572.65,58574.98,-110.8,-14.3,11.6,68.0
58362.81,50840.48,-112.8,-15.0,13.7,71.6
35303.37,53248.81,-111.5,-13.0,12.0,69.2
68569.70,51638.38,-109.7,-14.7,13.6,61.6
53516.61,65751.85,-106.6,-14.6,16.5,80.4
61652.23,70878.99,-104.5,-15.0,14.3,82.4
50313.32,50952.22,-110.7,-13.1,14.4,50.7
69397.34,39584.11,-107.8,-11.4,14.0,41.2
40732.66,39628.55,-111.6,-12.6,12.7,44.4
19217.11,36536.46,-112.7,-14.5,10.7,42.5
57692.97,46142.97,-111.7,-13.1,13.4,48.4
19208.84,46952.94,-109.7,-11.6,16.1,48.8
46197.06,32001.30,-107.8,-11.9,14.5,30.4
58754.97,24683.20,-100.0,-11.0,19.4,24.4
14016.12,26206.76,-96.5,-10.7,19.8,24.4
23006.70,28033.85,-107.9,-11.1,14.1,30.0
26849.79,28480.87,-110.3,-12.6,11.9,33.6
26864.52,30140.77,-111.9,-11.8,11.8,37.3
27970.60,30802.33,-105.3,-12.0,12.7,33.2
33387.20,28969.53,-110.1,-14.3,14.1,29.6
30695.39,33512.08,-108.8,-15.3,14.1,30.4
26807.70,30847.95,-106.6,-15.1,16.1,32.4
30676.80,33519.21,-105.1,-14.2,15.6,27.6
34521.34,30402.06,-105.9,-14.6,16.4,32.8
26801.60,34277.31,-106.2,-15.1,15.2,32.0
38375.22,45722.41,-104.0,-13.5,19.9,41.2
30661.69,49569.68,-102.7,-10.3,18.5,44.4
53628.02,55423.17,-102.2,-13.2,20.5,50.4
50062.99,53784.22,-103.4,-10.7,19.3,44.9
54828.52,42823.78,-103.6,-10.8,18.0,36.8
45086.31,47515.16,-102.3,-11.4,19.1,42.0
46187.07,48343.35,-103.4,-10.5,17.5,45.6
46198.00,51486.05,-102.1,-10.3,18.7,44.0
53936.86,50671.08,-101.9,-10.1,20.1,43.1
50045.68,52678.76,-96.6,-12.7,21.6,40.4
50062.40,42689.78,-97.2,-13.8,18.0,34.4
44137.63,49271.32,-101.5,-14.1,20.2,39.6
44350.17,39157.99,-101.0,-13.8,19.9,31.1
45961.82,36898.54,-103.3,-13.4,18.7,30.8
34544.88,36529.35,-97.0,-11.4,16.3,31.6
30863.94,38394.82,-104.5,-14.0,17.7,32.8
45924.26,42209.36,-104.7,-13.1,15.1,36.9
38386.44,44283.15,-103.8,-13.2,18.6,37.2
42312.71,40555.21,-105.4,-12.2,20.6,34.0
38402.66,46394.76,-108.2,-10.7,17.1,45.2
22176.00,47025.62,-107.8,-12.4,14.9,46.8
46868.00,51632.53,-109.4,-12.7,15.7,54.8
46441.51,50602.62,-110.8,-12.7,11.3,60.9
52215.78,54253.99,-111.1,-13.5,12.6,59.6
47875.23,51973.95,-109.1,-13.5,15.0,51.2
53896.03,64852.19,-107.6,-11.3,13.1,60.4
73113.36,77917.90,-104.7,-13.2,16.8,67.1
53964.72,86872.91,-104.7,-13.6,17.9,69.1
78868.14,76291.00,-105.5,-12.6,17.5,65.8
78778.90,84102.34,-106.3,-14.5,14.3,78.0
77300.90,72269.07,-103.5,-12.6,14.1,64.0
86116.76,50131.82,-106.9,-12.2,16.6,47.6
59458.68,52269.10,-105.3,-11.5,16.4,45.6
49199.91,54862.87,-106.0,-12.6,15.8,52.0
50897.79,58041.87,-107.1,-11.2,16.2,55.1
53946.87,55165.40,-107.2,-11.9,18.0,51.6
57798.24,58497.09,-106.1,-11.3,16.4,55.6
53924.05,57731.61,-106.5,-13.3,16.6,52.8
57790.95,54425.99,-107.4,-12.4,15.5,49.3
57791.50,49417.50,-108.2,-14.4,17.0,42.0
46181.22,26983.77,-107.6,-15.4,15.7,25.6
37547.10,25043.50,-108.7,-11.8,15.9,23.6
26898.55,18990.54,-109.2,-13.9,14.9,17.3
22798.79,16079.36,-108.8,-12.6,14.4,17.2
15209.60,17368.11,-108.8,-11.9,14.4,19.6
15254.40,20990.97,-106.0,-13.4,14.7,20.9
22983.79,21916.52,-98.2,-13.8,16.0,21.6
19140.80,24686.18,-103.9,-11.4,19.4,24.4
22979.66,26696.10,-103.0,-13.4,17.8,24.0
26857.60,27410.44,-106.8,-12.1,17.0,26.2
26835.29,29543.12,-106.7,-13.6,15.8,26.4
26866.66,24262.54,-109.9,-11.5,15.0,26.8
26768.60,27303.96,-108.6,-12.1,15.2,28.4
26868.80,30001.92,-110.4,-12.5,12.8,33.2
26822.30,30993.61,-112.4,-12.0,14.0,33.8
30751.58,31528.45,-111.6,-11.8,13.6,32.0
30755.20,32701.49,-110.9,-11.3,11.6,36.0
30707.20,35103.22,-110.9,-11.4,13.1,39.2
34612.57,37268.15,-108.3,-12.3,13.8,37.8
19238.77,41328.68,-102.5,-9.9,14.3,41.2
35128.98,42344.28,-106.9,-10.9,13.0,47.6
41820.80,45049.18,-112.1,-11.5,10.6,52.8
42351.09,45562.45,-113.5,-13.8,10.4,52.8
46208.92,42349.65,-112.7,-13.7,12.6,53.2
38457.15,43779.82,-114.8,-12.8,10.5,58.2
42074.58,19066.23,-117.0,-15.6,9.1,29.2
46039.13,20322.26,-117.3,-15.4,7.9,34.0
11270.70,26008.36,-118.0,-16.0,8.0,46.4
22765.09,16509.21,-118.1,-15.4,7.0,28.4
30555.71,22725.02,-114.8,-15.6,6.2,37.3
11217.06,28571.95,-112.6,-14.7,9.5,41.2
23004.80,22873.46,-118.3,-15.0,9.3,34.0
26658.12,27524.96,-113.8,-14.4,8.1,39.6
26747.94,26272.81,-118.8,-14.9,8.1,48.4
27420.45,23589.59,-114.3,-15.0,6.8,36.0
,0.92,-111.3,-12.3,6.8,60.0
,0.00,-108.6,-7.7,13.6,32.0
,0.00,-101.2,-7.8,17.0,
,0.00,-102.5,-10.6,18.2,4.0
,0.00,-115.1,-8.9,18.4,4.0
,0.00,-101.6,-9.2,12.7,4.0
,0.00,-120.6,-8.7,13.4,4.0
,0.00,-112.6,-10.8,11.6,4.0
,0.00,-107.0,-10.6,13.0,
,0.00,-109.8,-8.6,15.1,4.0
,0.00,-97.3,-10.5,15.1,4.0
,1.65,-113.3,-9.2,10.0,4.0
,0.06,-102.9,-8.8,11.7,4.0
,0.00,-88.6,-10.6,15.6,4.0
,2.78,-95.8,-9.7,14.8,
,0.00,-120.2,-9.1,15.1,4.0
,0.00,-107.9,-10.9,11.5,4.0
,0.00,-98.4,-12.8,10.9,4.0
,1.24,-106.1,-10.1,11.1,4.0
,0.00,-121.1,-10.7,13.1,4.0
,0.00,-103.7,-11.4,8.9,4.0
,0.00,-126.0,-14.9,5.1,4.0
,0.00,-112.2,-12.5,9.3,
,0.00,-110.3,-10.6,8.2,4.0
,0.00,-108.5,-12.5,1.9,4.0
,0.00,-111.6,-11.6,3.8,4.0
,0.00,-119.1,-9.4,10.6,4.0
,,-105.7,-10.6,10.9,
,0.00,-104.3,-11.6,10.3,4.0
,,-115.1,-12.8,13.5,4.0
,,-116.4,-11.3,14.0,
,1.64,-99.0,-9.2,13.0,4.5
,22730.57,-97.7,-12.1,12.8,34.2
23259.08,12001.10,-94.8,-12.9,15.2,29.2
15309.70,40854.94,-98.4,-13.7,15.7,42.4
34497.66,16461.13,-101.1,-14.6,13.1,33.8
10855.36,32949.60,-103.6,-14.4,7.2,47.6
30619.07,36171.25,-101.0,-13.3,11.8,60.0
33921.32,49778.06,-100.7,-13.8,11.8,66.8
46151.29,47630.33,-98.2,-14.7,11.9,55.2
50024.58,35468.88,-98.8,-13.6,11.2,52.9
30634.94,39532.28,-94.0,-13.9,10.2,48.8
42106.34,46967.50,-100.0,-15.1,13.1,71.2
46022.23,53895.32,-97.1,-15.4,8.7,76.9
53818.76,50509.31,-96.9,-15.4,8.1,61.5
49936.67,41094.28,-99.2,-14.1,10.1,65.6
42204.34,46173.13,-102.1,-14.9,10.2,63.2
45990.06,36535.68,-99.9,-14.6,9.9,57.2
34513.30,49548.28,-98.5,-12.4,15.1,70.0
49636.82,49708.06,-97.3,-14.7,15.3,69.3
50348.05,53850.30,-97.4,-13.1,15.8,68.0
50134.77,53745.74,-96.7,-14.5,16.2,64.8
53369.34,51239.14,-99.6,-14.9,14.1,73.2
,37579.31,-93.6,-14.6,15.9,63.2
42283.30,5972.09,-97.2,-12.1,9.5,43.0
3741.44,51167.23,-97.8,-13.3,12.4,69.2
50027.67,61206.42,-96.3,-15.1,15.4,75.6
48941.05,49600.27,-95.5,-14.6,13.5,64.4
58620.13,43496.53,-96.4,-11.6,14.5,52.4
42467.42,34805.80,-96.5,-13.2,16.6,46.2
18872.00,26996.24,-97.8,-14.2,13.8,37.8
27818.28,31530.05,-100.1,-14.5,13.5,40.4
46661.82,42433.39,-101.4,-15.0,11.1,54.8
21361.18,44630.37,-104.6,-14.6,9.3,64.8
46193.61,45052.94,-103.7,-14.7,8.5,72.0
41688.83,48349.06,-104.5,-14.1,10.1,67.6
46751.28,39833.12,-102.3,-13.4,8.8,52.0
46180.70,42784.97,-96.8,-15.4,7.9,58.8
31904.73,49005.96,-103.9,-14.1,9.5,72.0
48807.68,49090.22,-101.7,-15.3,11.2,68.0
52674.76,27178.28,-101.5,-12.9,9.3,39.2
30375.41,32275.22,-99.4,-12.9,12.1,48.8
27558.70,30967.69,-101.1,-15.0,7.4,45.8
34540.59,33061.91,-100.9,-12.1,11.3,48.8
30656.09,35309.73,-100.7,-12.9,11.0,46.4
29545.07,38262.41,-100.0,-12.8,12.2,49.6
39613.58,38042.02,-103.6,-13.7,8.4,63.1
38414.43,36885.94,-102.8,-14.3,10.2,52.0
34538.02,42160.90,-102.5,-14.3,9.2,59.6
45646.38,45187.86,-103.2,-13.7,10.5,64.8
38988.34,43588.88,-103.7,-15.0,9.5,69.2
46044.22,49032.38,-101.7,-12.4,11.3,75.6
46164.32,50381.40,-98.5,-15.4,12.5,72.0
48463.74,59861.50,-97.3,-13.9,13.1,82.8
59318.58,66235.63,-97.5,-15.1,13.2,85.3
30741.41,46288.49,-100.7,-14.9,12.0,63.2
80286.42,38273.74,-99.5,-13.6,11.0,54.0
41669.69,26687.28,-101.8,-12.5,12.9,38.0
26813.94,26685.11,-98.9,-13.1,12.5,42.8
25134.81,23096.98,-93.4,-12.5,14.0,39.5
24558.77,30945.58,-99.7,-13.5,13.7,48.8
30686.70,31604.53,-99.7,-12.6,15.0,43.6
30684.86,27683.86,-100.4,-13.3,13.8,42.0
26772.09,34067.24,-103.3,-14.6,10.6,52.0
19213.08,28879.57,-99.5,-13.5,12.3,36.4
39181.62,31873.36,-102.7,-14.5,9.2,56.8
33420.80,16332.16,-106.3,-15.0,5.6,40.0
15198.40,14845.87,-117.3,-18.2,-3.6,64.8
15135.18,11099.96,-116.7,-19.6,-5.3,61.2
11227.47,9629.87,-115.4,-18.5,-5.8,40.4
11174.74,19485.50,-119.6,-18.9,-6.3,58.0
11396.69,20764.15,-114.6,-18.6,-3.2,55.2
19024.49,21375.58,-114.8,-20.4,-5.2,56.0
22825.60,23272.30,-115.5,-20.3,-2.4,58.0
22903.72,25830.68,-117.2,-21.1,-5.5,64.0
22892.80,24008.59,-118.1,-20.8,-5.9,74.8
26661.06,25742.70,-117.2,-20.7,-4.8,91.6
22826.10,31022.98,-115.9,-19.7,-2.7,77.2
30494.08,37542.90,-110.7,-20.2,-2.5,78.2
34519.82,33790.18,-115.9,-21.5,-3.7,83.2
34453.42,20763.73,-115.6,-17.6,-3.2,76.8
26651.02,13359.11,-114.8,-19.7,-8.2,78.0
7268.80,19686.46,-119.5,-23.0,-7.4,86.4
18905.60,20496.53,-116.1,-21.1,-2.7,76.4
18905.60,25831.58,-117.8,-22.1,-5.9,86.0
26602.62,22206.04,-121.1,-23.1,-6.5,84.8
22769.60,22958.76,-119.0,-23.6,-7.1,94.8
22763.53,22652.51,-117.2,-23.5,-6.5,90.4
22683.02,25230.11,-118.4,-21.8,-4.2,77.3
22683.66,24724.64,-119.3,-22.7,-10.0,92.4
22814.40,25696.33,-120.0,-22.5,-8.1,97.6
26600.50,30625.84,-117.1,-21.8,-4.3,92.0
30436.36,30689.39,-115.7,-21.3,-1.6,78.4
26667.20,38113.83,-117.3,-20.6,-1.9,90.0
38318.28,28369.60,-116.9,-22.7,-5.6,98.8
30506.92,20738.33,-118.5,-18.7,-5.5,88.8
18879.76,24965.67,-114.5,-14.8,1.4,90.4
26590.45,20384.68,-117.5,-16.7,-3.4,100.0
18746.35,16179.42,-115.7,-17.0,-2.8,99.1
15035.37,14928.09,-121.0,-17.5,-3.2,99.2
15051.41,10579.46,-122.4,-19.2,-8.0,99.6
11118.02,8775.38,-122.0,-19.7,-7.9,100.0
11073.29,7334.41,-121.8,-21.2,-10.4,99.2
3696.00,10861.49,-127.8,-21.1,-6.8,52.0
11186.98,8885.43,-120.6,-21.8,-3.8,27.6
7446.91,6180.68,-121.1,-22.0,-4.1,29.3
5969.08,10315.16,-114.1,-19.9,-6.8,55.2
7403.20,14941.14,-113.7,-19.3,-1.0,49.2
22700.97,18498.09,-114.6,-17.7,-1.0,52.4
11435.03,19694.94,-116.8,-20.5,-6.7,64.0
17330.44,22690.06,-116.7,-20.8,-6.9,64.8
24481.60,24428.36,-118.1,-20.7,-3.8,74.7
22840.12,22089.72,-117.8,-22.2,-4.7,81.2
22780.80,22882.59,-118.8,-22.0,-8.0,63.2
19004.27,16209.59,-117.6,-20.3,-3.8,52.0
18911.04,23628.96,-121.7,-22.4,-6.6,79.6
22851.33,24212.37,-119.5,-22.8,-8.0,90.8
26599.37,30493.02,-117.3,-22.1,-5.8,92.8
30511.84,30411.61,-115.7,-22.0,-6.1,94.0
30542.40,34629.63,-114.6,-21.9,-5.1,90.2
30612.39,35185.44,-115.2,-21.8,-8.5,94.4
33296.48,29780.59,-121.0,-22.0,-5.1,74.4
,13144.77,-117.1,-19.7,-6.5,34.4
,0.17,-119.9,-18.9,-6.8,4.0
,0.00,-118.2,-18.8,-10.3,
,0.00,-117.0,-17.9,-5.8,4.0
,0.00,-120.8,-17.6,-4.0,
,0.00,-127.6,-16.8,-3.3,4.0
,0.00,-121.5,-17.4,-3.2,4.0
,0.00,-111.4,-19.1,-6.4,4.0
,0.00,-121.7,-16.6,-4.2,
,0.00,-118.9,-17.6,-6.9,4.0
,0.00,-118.5,-15.8,-2.7,4.0
,0.00,-114.6,-17.7,-6.9,4.0
,0.00,-117.6,-18.8,-4.4,4.0
,0.42,-113.5,-18.0,-3.8,4.0
,0.79,-110.1,-16.6,-2.9,4.0
,0.00,-122.0,-16.8,-3.5,4.0
,,-115.7,-18.9,-5.1,4.0
,1.36,-117.3,-19.8,-5.1,4.0
,0.00,-125.1,-15.4,0.0,
,0.00,-120.8,-15.7,-2.9,4.0
,0.00,-114.6,-14.7,-0.3,4.0
,0.00,-135.2,-15.3,-1.3,
,0.00,-120.0,-16.5,-3.6,4.0
,2.18,-120.2,-18.9,-6.9,4.0
,0.00,-115.0,-18.3,-8.2,4.0
,2.98,-119.5,-16.4,-5.0,4.0
,0.00,-115.4,-16.3,-5.8,4.0
,0.00,-113.6,-16.3,-2.5,4.0
,0.00,-118.2,-14.7,-0.8,4.0
,0.00,-121.8,-13.0,1.0,4.0
,0.00,-114.3,-14.5,-1.6,4.0
,6.23,-117.7,-17.5,-5.4,15.1
,8133.88,-119.0,-17.6,-2.9,57.2
7575.24,13866.02,-120.3,-20.2,-6.4,80.9
11321.54,8439.31,-122.6,-23.2,-8.6,77.0
3647.62,1785.66,-118.3,-23.8,-10.9,63.6
7401.73,7654.73,-121.7,-22.0,-8.1,89.2
8002.94,5565.84,-120.6,-24.1,-10.4,68.4
3617.60,10194.66,-115.8,-16.8,-1.6,54.0
12644.21,18982.91,-109.8,-14.4,1.3,69.2
11308.20,20496.33,-109.8,-14.5,2.9,64.8
26621.80,19474.85,-110.5,-14.2,1.9,63.6
11332.06,24696.93,-109.9,-13.3,5.8,68.8
22829.19,26700.91,-113.4,-13.4,4.9,80.8
23564.80,25769.50,-109.8,-13.8,4.0,71.2
29666.53,22453.43,-108.4,-12.3,5.7,52.4
18793.60,17830.47,-107.2,-12.4,6.0,47.1
18905.60,20718.50,-108.8,-11.9,4.4,50.8
18972.80,20866.38,-111.0,-13.3,5.2,59.6
22786.86,23755.44,-112.5,-12.7,7.5,61.6
22870.40,24242.97,-113.8,-14.2,5.9,75.2
22822.94,25684.71,-110.6,-14.3,2.3,67.2
25018.06,25497.78,-114.0,-14.9,1.6,80.8
23206.22,26657.21,-110.9,-15.8,0.7,86.0
28000.00,22832.44,-110.5,-15.7,1.7,87.6
22724.80,32384.64,-109.1,-15.3,3.0,89.3
30526.70,6133.46,-116.9,-15.7,-1.1,
13056.24,0.00,-116.4,-14.9,-1.8,41.3
,16366.40,-119.3,-16.2,0.5,84.8
5610.30,25543.71,-112.1,-16.2,-1.4,89.6
26556.29,24233.54,-112.5,-15.9,-0.9,84.0
22793.07,22868.56,-116.7,-15.2,3.3,75.2
22288.00,13618.72,-109.7,-13.9,3.7,72.7
14594.51,27991.79,-110.4,-15.7,1.7,89.2
23822.40,26435.98,-110.2,-16.0,-0.1,87.6
30351.14,27274.76,-110.9,-14.9,1.1,84.4
23732.80,25806.71,-110.8,-15.5,0.5,83.6
25743.91,25961.78,-110.9,-14.7,-0.2,82.8
26611.20,24140.92,-106.5,-14.8,1.7,87.6
24918.21,29319.60,-109.2,-14.4,3.1,90.8
28365.69,33306.44,-108.8,-15.1,3.0,90.2
30568.54,25616.01,-108.7,-15.4,-0.8,83.2
26605.44,25705.56,-112.5,-16.2,-0.8,83.6
14016.00,27510.82,-109.5,-15.5,-1.3,93.6
23975.63,29486.37,-112.0,-15.7,-0.3,84.0
30470.08,33573.03,-108.0,-15.4,1.5,84.8
31655.50,24527.16,-112.8,-14.1,3.6,75.6
29387.07,31540.76,-110.7,-14.3,4.2,80.8
26451.71,25222.21,-109.2,-14.7,2.7,75.6
26669.38,30613.03,-116.3,-14.4,3.1,94.0
30475.90,19910.81,-115.4,-15.6,0.4,76.0
26503.49,14442.00,-117.5,-17.1,-1.7,79.6
11148.13,20514.80,-115.3,-18.3,-2.2,86.0
14936.61,37605.74,-121.7,-21.4,-4.9,99.6
34440.00,33182.82,-116.4,-21.8,-2.0,97.6
30520.00,34837.38,-113.6,-21.1,-1.0,90.2
38180.46,31436.32,-113.1,-20.8,-0.8,83.3
30395.10,37780.63,-114.7,-21.0,0.4,87.1
34467.22,34196.69,-114.5,-21.4,-1.1,97.6
34403.98,33123.29,-114.2,-21.4,-2.6,96.8
34151.46,40918.98,-112.3,-21.0,0.8,91.2
38496.30,37837.65,-110.2,-19.1,2.0,72.8
38147.20,30735.54,-112.6,-19.7,0.7,58.0
30627.42,21589.22,-110.8,-17.0,-0.2,48.0
26842.39,26362.15,-113.2,-20.1,-3.6,89.2
19049.96,34008.73,-109.3,-21.0,-3.9,95.6
34402.37,29132.63,-109.7,-15.8,4.0,82.0
26711.43,28052.28,-112.7,-14.1,3.6,85.6
26661.64,30466.98,-111.6,-14.8,4.6,94.4
30550.63,33817.63,-111.7,-15.6,0.0,92.0
34131.20,22789.27,-111.8,-15.3,0.7,87.6
22873.25,24244.86,-113.4,-14.8,1.9,75.1
26508.81,22224.81,-112.1,-13.8,2.5,70.4
18975.42,24974.72,-110.5,-13.3,3.7,66.0
26723.52,24851.13,-111.1,-14.2,2.2,80.8
22881.37,25104.83,-105.9,-14.0,5.0,73.6
22802.58,20461.43,-118.2,-16.2,-1.0,86.0
22725.86,27400.09,-109.6,-14.2,3.6,86.2
26590.98,30462.49,-112.4,-14.8,2.4,85.6
13171.20,28296.82,-111.4,-15.3,2.0,89.2
44062.05,28711.39,-111.3,-15.1,0.7,92.8
26678.40,27546.54,-113.5,-16.3,-0.2,87.6
26678.31,26821.70,-115.4,-16.3,0.1,92.8
26633.60,26343.42,-113.4,-15.8,2.4,94.0
26622.40,31457.18,-116.0,-15.3,4.0,95.2
30496.11,25535.17,-114.3,-15.3,2.2,84.4
13794.91,24167.55,-111.8,-15.7,2.4,86.2
24132.99,33823.54,-112.5,-15.3,2.6,95.6
26615.49,28489.63,-112.4,-16.0,2.0,84.8
34382.46,23718.42,-111.3,-17.3,-0.2,61.6
30307.71,24777.31,-107.1,-15.6,-1.3,92.8
14573.76,28964.79,-113.1,-15.3,0.4,82.7
30551.65,24216.35,-111.9,-15.7,1.8,90.8
22792.00,26113.33,-112.3,-16.1,-1.5,90.0
26342.40,15625.53,-112.7,-18.0,-3.3,88.4
19139.64,12447.46,-115.1,-19.4,-6.4,72.8
12927.51,12549.40,-114.6,-17.3,-0.1,76.0
13122.91,21200.08,-118.7,-16.3,3.7,84.8
15028.36,21997.97,-115.2,-16.7,1.5,86.0
22121.60,24522.69,-114.7,-14.2,3.7,81.6
23399.12,28346.24,-110.8,-13.4,5.3,72.0
26695.12,31806.47,-113.0,-14.2,4.9,85.6
27238.40,15710.25,-110.7,-12.2,4.0,96.0
28857.10,0.00,-115.7,-11.9,1.8,96.0
,0.00,-111.5,-11.5,4.3,49.0
,28200.96,-110.1,-13.2,4.0,82.4
6347.87,27611.99,-111.3,-14.1,3.7,81.2
26502.09,27697.87,-106.3,-14.6,1.7,87.6
30512.63,27970.55,-112.3,-15.0,1.8,83.2
26709.22,14541.12,-111.6,-14.6,1.2,43.2
15139.92,10439.96,-112.6,-14.8,2.6,44.8
11177.60,15469.17,-112.5,-14.4,1.7,40.9
15019.20,12338.45,-114.2,-15.6,0.9,45.6
11300.80,11142.70,-118.9,-15.0,-0.7,54.2
11259.64,23770.23,-112.8,-17.3,1.3,65.2
22892.80,28342.37,-112.1,-18.5,-1.1,68.8
26743.46,30555.77,-111.7,-19.7,0.6,70.4
30597.56,33074.46,-112.7,-19.4,0.7,76.4
30620.80,34758.31,-112.9,-20.4,0.6,68.0
34484.80,29761.67,-117.1,-19.4,-0.6,64.8
30530.86,30444.83,-113.0,-18.5,0.9,60.4
30901.02,31604.13,-109.3,-19.2,3.0,61.6
,8976.64,-130.3,-11.2,3.7,
,0.00,-121.5,-12.8,3.9,4.0
,,-129.8,-11.7,4.2,
,0.00,-114.9,-12.7,4.3,4.0
,,-126.6,-9.6,8.0,4.0
,0.00,-119.6,-10.1,6.4,4.0
,0.00,-118.6,-15.1,4.6,
,0.00,-117.0,-12.1,5.3,4.0
,0.00,-128.2,-10.3,5.5,4.0
,0.00,-118.2,-11.0,4.9,4.0
,,-129.7,-10.9,3.6,4.0
,,-129.1,-13.0,5.2,
,,-129.0,-10.3,5.9,
,,-131.8,-11.3,3.3,
,,-137.6,-15.6,-3.5,
,,-126.6,-13.9,-0.3,4.0
,1.54,-112.3,-13.7,0.1,4.0
,1.20,-124.5,-18.5,-7.2,4.0
,0.00,-126.1,-19.1,-5.2,4.0
,0.00,-122.7,-17.8,-6.6,4.0
,1.03,-122.8,-15.0,-5.0,4.0
,0.00,-123.8,-14.7,-3.3,4.0
,0.00,-119.6,-16.3,-6.5,4.0
,0.13,-114.0,-16.0,-6.7,
,0.00,-120.6,-16.1,-6.3,4.0
,0.00,-121.6,-16.5,-6.7,
,0.00,-125.9,-17.6,-8.8,4.0
,0.00,-123.0,-18.4,-7.0,4.0
,0.00,-123.7,-19.6,-8.9,
,0.00,-122.9,-19.8,-7.5,4.0
,2.13,-123.6,-13.8,0.3,4.0
,1.64,-118.9,-12.3,3.6,4.0
,6030.13,-121.1,-14.3,6.3,25.8
,10190.06,-107.4,-13.7,4.8,48.0
11395.40,43195.45,-118.6,-16.3,2.3,92.8
26615.49,45607.47,-123.5,-17.4,1.5,95.4
45976.00,13254.83,-122.7,-15.9,-0.4,79.2
23012.67,11937.10,-121.8,-17.0,-1.9,26.4
22296.06,22091.44,-120.7,-17.0,-1.4,73.2
1142.40,42288.15,-123.2,-18.0,2.9,95.2
12902.40,59528.32,-116.6,-16.8,7.6,95.2
40678.20,55628.51,-115.5,-16.4,4.8,92.4
57128.46,36702.58,-122.3,-17.0,5.8,78.7
57697.19,49817.73,-117.7,-16.2,7.2,87.6
34176.63,40095.03,-118.3,-16.9,1.4,90.4
49942.47,29168.94,-122.3,-18.5,3.3,88.4
40113.96,33708.63,-121.0,-17.3,1.9,88.0
28582.40,28901.94,-125.2,-18.3,-0.2,86.8
34315.78,25771.32,-121.6,-18.5,1.5,84.4
26532.80,35867.50,-120.8,-18.3,2.4,91.2
26280.99,34487.09,-113.7,-18.4,1.0,86.4
38155.65,34826.93,-119.9,-17.8,2.7,84.0
34377.35,26690.00,-124.5,-17.7,2.5,74.4
34393.24,33308.90,-122.3,-17.8,1.6,84.9
24460.80,34455.25,-120.1,-17.8,1.8,85.6
32713.88,31490.69,-119.9,-17.7,0.9,75.6
34393.80,26755.63,-118.8,-16.5,1.7,67.2
30542.40,39475.78,-121.2,-17.5,3.9,86.8
26671.22,24516.47,-125.0,-17.8,2.3,71.6
38236.80,21656.41,-121.1,-17.9,0.9,73.6
18950.40,27724.65,-123.6,-17.0,1.7,71.0
26415.10,25609.44,-116.0,-15.5,2.7,60.0
