4G_App_Thrp,PDCP_Thrp,RSRP,RSRQ,SINR,PDSCH_RB
27136.24,29177.38,-93.2,-16.0,3.7,57.6
29397.42,25527.39,-93.7,-16.4,2.7,55.6
24711.67,20191.99,-93.9,-14.1,5.1,44.0
22992.91,24387.84,-93.3,-16.5,0.6,61.2
11642.40,24518.72,-94.0,-15.7,4.1,70.7
34168.55,26852.29,-94.3,-17.0,1.5,67.6
12085.20,32442.99,-94.4,-17.0,1.7,71.2
38174.84,29124.26,-95.1,-17.4,1.9,57.5
,2.95,-94.8,-14.4,-0.2,4.0
,0.45,-92.7,-15.4,-0.5,4.0
,0.00,-93.4,-15.3,-1.5,4.0
,0.00,-94.0,-16.1,-3.0,4.0
,0.00,-96.3,-18.1,-3.3,4.0
,0.00,-97.9,-15.4,-3.2,4.0
,0.00,-97.1,-15.1,-3.3,4.0
,0.00,-95.3,-13.9,0.5,4.0
,0.00,-95.0,-12.8,2.1,4.0
,0.00,-94.5,-13.8,0.6,4.0
,50.70,-95.2,-14.2,-0.5,4.0
,24.93,-96.1,-14.2,0.4,4.0
,1.76,-95.6,-13.8,0.9,4.0
,0.00,-94.8,-13.6,1.4,
,0.00,-94.4,-12.9,1.0,4.0
,0.00,-95.4,-13.4,-0.5,4.0
,0.00,-95.9,-13.6,-2.1,4.0
,0.00,-94.2,-14.3,-0.1,4.0
,0.00,-93.1,-13.8,-0.2,4.0
,1.25,-97.1,-16.5,-2.8,4.0
,29.41,-96.5,-16.0,-2.1,4.0
,6.66,-98.2,-17.5,-3.4,4.0
,0.00,-96.4,-17.4,-3.2,4.0
,0.00,-96.9,-14.3,1.5,4.0
,0.00,-96.2,-15.5,-1.9,4.0
,0.00,-98.1,-16.4,-0.6,4.0
,0.00,-95.0,-16.2,-2.8,4.0
,0.00,-96.4,-16.8,-2.8,4.0
,0.00,-94.3,-14.6,-0.5,4.0
,0.00,-92.6,-15.6,-3.0,4.0
,0.00,-94.8,-13.0,1.8,4.0
,434.82,-94.1,-15.8,1.2,36.0
,15252.18,-92.7,-14.7,4.9,28.8
11326.20,31700.44,-94.9,-16.9,4.4,82.0
30876.05,40547.46,-95.1,-16.7,5.3,89.3
38479.22,43509.95,-90.4,-15.9,3.7,64.0
42561.32,21983.44,-90.6,-14.1,2.0,35.6
23037.41,20701.82,-93.0,-14.4,2.3,44.8
19393.38,24997.86,-92.8,-14.8,3.7,52.9
23103.59,27909.15,-93.4,-15.0,2.2,53.2
27189.40,30245.80,-93.8,-15.9,2.8,68.0
30896.22,32365.03,-92.6,-18.0,2.3,74.0
31038.04,33063.25,-95.5,-16.9,1.6,77.2
19209.60,42284.07,-94.4,-16.8,3.6,76.8
34950.17,42494.33,-93.2,-16.6,3.5,71.2
42570.49,25517.43,-93.0,-15.8,1.6,51.6
30866.28,23363.02,-93.1,-15.7,2.4,49.8
26988.34,22877.23,-93.2,-17.2,2.8,48.4
23274.00,27099.49,-94.5,-15.7,1.3,46.0
23104.82,18888.37,-94.1,-16.7,4.0,48.0
23304.22,30906.31,-93.5,-15.9,5.1,62.2
23122.06,39167.34,-94.7,-16.5,6.0,72.4
38879.47,45842.05,-94.4,-16.4,4.4,85.2
42562.80,48196.03,-94.7,-16.8,2.7,79.6
46651.05,40724.31,-93.1,-16.4,3.4,87.2
38645.98,46959.50,-96.3,-17.6,1.0,84.4
46630.15,32162.58,-95.3,-17.4,0.0,61.3
38714.31,53709.15,-96.7,-17.6,1.1,93.6
46679.30,53997.16,-93.5,-17.3,2.6,95.6
54290.54,54056.24,-92.4,-17.3,1.5,88.8
53577.52,56241.83,-93.2,-17.6,2.3,85.2
55106.28,60644.14,-93.5,-18.1,3.0,93.6
58373.70,60960.70,-94.5,-18.1,1.4,98.0
62034.75,55729.27,-94.2,-17.7,0.8,93.3
54428.75,54942.47,-94.2,-17.4,-0.4,96.0
52934.76,58290.64,-93.6,-17.1,1.5,97.6
31036.46,43026.12,-93.2,-17.4,0.7,88.4
69358.30,49428.36,-93.8,-16.7,2.1,92.0
46629.90,53152.42,-94.7,-18.2,2.2,100.0
23308.97,56154.32,-94.5,-17.7,1.5,81.2
57927.30,36049.96,-95.1,-17.7,1.6,90.5
34880.70,50108.54,-97.0,-17.9,3.5,99.6
54302.98,52944.63,-96.2,-17.6,2.7,99.2
61629.73,51295.29,-97.8,-17.6,3.3,94.4
50553.74,47078.37,-97.8,-18.1,2.5,82.4
49279.98,43285.00,-97.1,-18.0,5.3,81.6
42770.41,41510.67,-95.9,-16.2,6.9,76.4
38534.40,38608.55,-95.7,-15.9,7.7,62.4
38875.97,39714.74,-94.1,-15.5,7.3,59.1
42448.34,23669.44,-93.8,-14.0,7.4,39.6
23241.08,20049.89,-93.6,-15.1,5.8,35.6
19136.03,22019.08,-92.4,-14.2,4.6,41.6
19407.60,25847.99,-94.2,-16.0,4.1,53.2
26981.04,27964.33,-94.2,-14.3,6.5,48.4
27186.13,30881.82,-92.2,-14.3,5.7,56.8
30877.20,35835.85,-93.0,-16.1,4.6,84.0
15508.80,39735.44,-92.2,-15.5,5.0,72.8
38624.48,40718.90,-93.1,-15.2,6.2,74.8
38841.45,39472.24,-92.2,-15.6,6.8,58.4
42591.17,41112.58,-91.9,-15.7,6.8,80.8
34979.61,50958.34,-92.2,-15.7,7.0,85.3
50360.05,45904.33,-94.1,-16.7,3.6,79.2
42788.46,52642.05,-92.4,-15.9,4.8,73.6
54029.94,49403.56,-94.7,-15.8,5.8,89.6
46672.83,54661.55,-92.1,-17.0,3.7,90.8
52923.43,46208.12,-91.8,-16.9,1.8,86.4
51880.63,32466.89,-95.4,-15.6,1.7,71.1
34452.26,31376.18,-94.5,-16.2,2.6,54.5
31060.80,27493.18,-93.2,-14.3,5.9,50.2
29170.80,27051.54,-94.8,-16.4,3.7,60.0
24936.77,29482.26,-93.9,-16.5,5.8,58.0
30864.70,32298.52,-93.4,-15.2,5.3,64.0
34690.26,36644.52,-90.5,-14.5,6.4,65.3
30974.40,39356.90,-92.0,-13.4,7.9,72.0
42675.82,41832.88,-92.8,-15.7,6.2,83.0
,41773.36,-95.0,-17.2,2.7,91.3
32933.42,43900.92,-94.1,-16.7,3.7,94.0
42473.24,38078.16,-95.0,-16.5,0.8,76.4
42667.77,25153.16,-95.0,-16.2,2.8,64.0
26534.10,26653.99,-94.7,-17.9,0.4,86.2
27097.20,24201.70,-97.2,-17.5,-1.0,77.6
26865.73,14993.46,-96.6,-17.3,-1.0,54.8
15246.74,17161.80,-97.4,-15.5,-0.5,62.4
15225.53,14957.93,-98.0,-16.7,-0.4,44.4
23072.35,19315.52,-97.3,-18.5,-1.6,78.0
11478.47,20996.68,-99.1,-17.9,-1.0,77.8
19274.18,26204.08,-99.3,-17.7,-1.5,82.0
22960.80,31667.95,-98.5,-18.2,-1.3,82.0
31004.60,34605.10,-98.2,-17.8,-0.5,82.0
38577.60,39539.07,-97.3,-17.2,0.3,80.0
34840.80,41782.27,-96.6,-17.5,1.2,81.2
42638.40,39206.12,-94.9,-16.8,2.7,78.4
34894.72,46538.27,-95.1,-17.0,1.8,90.8
46547.63,47750.22,-94.8,-17.3,3.3,92.8
46535.95,46864.24,-93.8,-15.9,3.8,88.9
46546.64,22299.17,-88.9,-9.8,7.0,34.9
24795.86,16456.76,-93.0,-11.2,5.7,80.4
10749.86,16203.56,-97.7,-14.3,-0.7,88.0
15950.05,14902.18,-97.9,-15.5,-0.6,99.6
15130.80,11720.91,-96.6,-15.4,-0.5,71.1
9460.80,41298.32,-94.1,-15.8,1.6,81.2
30672.00,44513.31,-92.5,-16.0,3.9,83.2
43840.65,44582.28,-93.8,-15.2,2.3,80.9
22003.80,38660.22,-92.5,-15.0,4.2,66.8
38638.97,34936.00,-91.2,-14.1,4.2,64.8
54212.75,37684.22,-92.1,-14.0,5.0,67.6
23296.64,41706.83,-90.6,-14.7,6.0,81.8
34797.60,44274.50,-91.5,-15.4,6.2,85.3
42678.30,48119.00,-92.4,-15.4,5.0,83.2
46426.15,36254.70,-92.5,-14.7,2.7,63.6
50525.81,45818.90,-92.3,-16.2,4.4,84.0
30909.60,20477.24,-93.2,-16.6,2.3,54.4
38819.96,32593.83,-91.3,-15.3,3.9,67.2
23025.60,33655.45,-91.3,-16.6,5.1,60.9
34640.55,45383.78,-87.6,-14.1,8.3,81.6
42600.98,34635.94,-88.9,-12.5,8.7,57.2
38704.66,25367.21,-89.6,-12.7,7.9,41.3
26935.20,30154.30,-88.3,-12.7,6.2,47.2
30995.24,34149.98,-89.2,-14.5,4.0,58.0
31011.80,33932.02,-91.1,-14.0,3.8,59.2
30995.51,27838.90,-88.5,-14.3,5.1,55.1
31158.53,30762.92,-89.3,-14.2,4.8,61.8
,7960.83,-87.5,-13.4,5.2,4.0
,104.91,-84.9,-10.8,9.2,4.0
,0.00,-80.5,-8.6,12.9,4.0
,2.38,-79.3,-8.8,13.3,4.0
,0.00,-79.6,-8.2,11.2,4.0
,0.43,-80.5,-10.0,11.7,4.0
,0.00,-78.9,-8.7,10.2,
,0.00,-81.7,-7.3,12.9,4.0
,0.00,-80.1,-7.8,11.1,4.0
,85.54,-81.6,-9.2,14.7,4.0
,30.68,-79.8,-7.7,14.2,4.0
,0.00,-80.8,-9.2,10.9,4.0
,0.00,-80.4,-8.8,12.8,4.0
,0.00,-80.6,-8.2,12.6,4.0
,0.00,-76.8,-11.3,13.3,4.0
,0.00,-79.3,-10.4,15.0,4.0
,0.00,-75.4,-8.6,16.8,
,0.00,-70.9,-5.1,16.4,4.0
,1.85,-71.8,-8.6,19.4,4.0
,1.97,-69.7,-7.7,18.6,4.0
,0.90,-74.2,-8.8,19.5,4.0
,0.86,-73.8,-8.3,20.6,4.0
,2.78,-72.0,-6.6,19.9,4.0
,0.43,-76.0,-7.9,16.9,4.0
,0.00,-69.7,-6.0,18.6,4.0
,1.73,-76.3,-10.1,14.6,4.0
,2.95,-73.7,-6.0,17.6,4.0
,0.43,-78.1,-5.8,15.5,4.0
,0.00,-75.6,-8.5,18.0,4.0
,0.00,-78.5,-7.6,11.3,4.0
,0.00,-79.6,-8.0,10.2,4.0
,2.59,-80.4,-9.5,12.5,4.0
,5053.22,-77.0,-10.6,10.2,15.6
,14896.58,-75.5,-10.1,14.9,25.6
16109.59,26523.10,-75.2,-11.7,16.7,36.0
3713.22,68527.04,-70.2,-14.2,15.4,82.0
42423.15,44844.60,-74.9,-13.7,11.6,70.4
66093.39,29361.61,-80.8,-14.7,7.6,72.8
34980.46,43407.58,-78.0,-14.0,9.5,79.2
34801.14,42249.43,-79.1,-15.7,11.8,82.8
42766.30,35156.31,-79.8,-14.8,9.9,82.4
41340.78,14716.45,-83.0,-14.1,10.0,64.0
24472.80,18464.13,-79.7,-13.8,13.7,77.2
15339.79,43706.57,-77.1,-13.2,14.4,79.6
38090.45,55746.82,-70.2,-11.5,21.0,70.8
50468.40,65678.93,-72.1,-13.6,20.7,74.8
64420.46,55070.42,-74.2,-12.7,16.6,76.0
50690.10,46226.91,-72.4,-14.6,15.3,61.6
52167.97,22038.31,-82.5,-16.6,10.1,59.1
30877.20,47001.96,-80.9,-14.9,9.2,73.2
32634.02,55829.31,-85.4,-14.6,11.7,84.0
39442.17,43836.27,-88.4,-15.6,7.8,73.3
63214.80,45240.77,-88.5,-16.8,5.9,92.4
42617.66,35147.67,-95.4,-17.8,0.2,78.4
34830.00,20291.97,-95.0,-17.2,0.0,77.6
23079.60,31011.10,-90.6,-15.2,6.6,67.6
30548.22,34358.53,-91.3,-16.6,4.0,76.8
19313.00,29887.20,-94.5,-16.6,3.2,57.8
42485.38,25416.41,-95.9,-16.4,-0.2,64.8
11523.60,25938.55,-94.7,-15.0,4.2,55.2
27103.14,17639.58,-99.9,-17.9,0.0,51.6
26935.20,13531.27,-98.9,-18.7,0.0,76.8
7657.20,18024.33,-100.2,-18.4,0.3,83.6
19026.50,24132.79,-99.2,-16.9,3.2,80.4
19226.90,27599.11,-97.4,-17.4,-0.6,71.6
30808.36,38140.37,-93.5,-15.2,2.0,66.0
27087.53,43117.07,-90.2,-14.8,5.4,58.0
42569.85,42184.28,-86.9,-13.9,9.5,51.6
42821.88,44995.14,-88.0,-13.1,8.6,55.6
32901.84,42994.34,-88.7,-14.9,7.6,52.9
52440.62,43238.35,-89.1,-12.3,7.7,50.0
42661.86,44659.73,-88.3,-14.5,7.1,57.6
46724.81,42630.79,-90.1,-14.4,5.9,59.1
38734.61,52521.84,-89.5,-15.5,7.7,72.4
45879.41,40097.98,-89.3,-15.8,6.3,58.2
47311.81,28899.02,-91.3,-14.3,2.2,55.1
38275.20,29606.71,-90.6,-14.7,6.3,51.6
23302.05,34499.16,-90.4,-15.2,6.0,62.8
31562.49,37662.45,-91.7,-15.8,5.0,69.3
38049.58,34699.34,-91.9,-16.6,3.1,64.9
31308.34,43686.34,-92.6,-15.0,7.9,67.7
38260.89,25064.90,-94.6,-14.5,3.8,43.6
38875.63,41212.34,-94.6,-16.8,3.3,86.8
26956.80,48322.35,-92.6,-16.1,4.4,90.4
46433.78,51480.47,-91.8,-15.4,4.5,84.8
50400.86,54074.79,-89.0,-14.0,5.7,84.4
50478.36,60495.72,-89.0,-14.6,8.0,83.2
58263.47,57482.12,-86.5,-13.6,9.0,84.9
54484.09,59765.18,-85.5,-15.6,9.3,87.3
56905.20,55453.41,-85.1,-14.5,8.9,86.8
59565.57,58089.45,-84.3,-14.8,10.4,86.7
54375.22,47156.12,-84.6,-14.0,10.8,72.4
46598.15,52785.67,-84.6,-14.2,10.7,76.0
58120.72,51429.11,-85.4,-14.3,12.1,76.4
46720.80,56807.61,-83.7,-14.8,9.7,86.4
55388.49,48365.10,-83.0,-14.9,12.4,75.6
45684.00,48783.15,-85.3,-15.5,10.4,80.4
28401.64,46191.58,-84.7,-15.1,12.4,69.2
71250.91,33615.67,-84.2,-14.6,7.4,67.6
15462.39,42409.06,-83.6,-15.3,13.7,78.8
34922.79,37112.56,-83.8,-16.2,8.9,79.1
46451.79,49689.47,-80.7,-14.1,12.6,85.6
42714.00,43380.39,-82.1,-14.7,14.8,75.6
42589.78,38172.52,-80.7,-12.6,15.4,70.8
42699.39,37849.60,-81.8,-15.2,12.4,79.6
34894.46,29398.98,-77.1,-13.3,8.1,71.6
34870.53,44848.68,-76.6,-13.8,13.2,72.4
37531.06,47660.98,-74.7,-12.2,18.2,65.2
46571.90,33746.14,-75.0,-13.7,18.5,50.8
38558.66,32746.09,-72.5,-10.9,18.5,43.4
34890.67,13352.06,-71.1,-11.2,17.3,22.2
15494.02,3750.43,-66.8,-10.2,20.3,8.0
6836.40,14164.04,-64.1,-8.4,22.3,32.9
486.00,48307.20,-66.8,-11.8,25.4,51.6
36624.54,44530.62,-66.9,-11.2,22.6,36.4
49248.12,29190.26,-70.1,-9.9,18.4,36.4
24321.60,42261.11,-69.0,-9.7,21.9,35.6
46516.68,38799.64,-71.1,-9.8,23.5,31.6
34901.23,34806.71,-69.2,-9.3,24.1,30.4
38672.42,43228.18,-69.1,-10.8,22.1,38.8
38881.58,45459.88,-70.0,-11.9,21.1,58.0
42640.06,51574.90,-70.2,-13.2,19.3,74.8
47096.63,36687.54,-67.1,-11.9,12.9,58.2
42125.94,24803.17,-64.7,-10.6,21.7,38.0
30725.86,15025.93,-62.8,-10.0,22.0,19.6
19179.89,11922.42,-66.8,-11.3,23.2,20.8
10900.11,12584.73,-73.0,-13.5,13.8,31.6
12150.00,8350.18,-72.9,-12.6,18.5,18.0
7727.66,8138.54,-69.6,-10.2,20.9,13.3
7104.92,12138.24,-70.1,-9.0,20.2,16.8
11658.64,15202.61,-69.3,-9.6,19.2,19.1
15376.78,19296.64,-76.0,-10.0,17.4,18.8
19267.20,18120.61,-79.5,-11.0,15.0,23.1
19350.54,23294.40,-80.5,-11.8,13.1,32.0
23252.40,26653.49,-83.1,-12.5,12.7,35.6
23241.60,25918.68,-77.0,-12.7,16.6,28.0
27042.01,22779.16,-81.5,-10.9,13.3,24.0
9942.84,20043.17,-82.4,-12.7,12.6,26.4
,22749.14,-82.1,-10.3,13.4,28.0
23157.26,25876.23,-80.4,-11.2,14.8,30.7
34933.45,33344.03,-78.1,-11.8,14.5,37.6
15464.98,36302.73,-76.9,-12.9,15.1,38.2
50528.24,29004.05,-77.6,-10.7,16.2,30.4
15378.95,31784.78,-76.2,-11.0,14.0,30.8
34997.10,22124.25,-76.5,-10.1,12.9,21.2
26902.80,19879.83,-79.6,-10.5,12.5,23.6
15550.64,23874.45,-78.9,-10.2,12.2,27.6
23155.20,23891.68,-82.2,-11.9,13.2,35.6
23335.15,30656.82,-84.0,-11.8,11.7,39.6
27100.33,26904.94,-85.1,-12.6,10.3,30.0
27140.40,3641.47,-87.0,-10.6,6.9,7.3
11512.82,24022.45,-87.0,-12.3,7.3,64.4
30594.10,36771.50,-88.4,-13.5,6.8,54.3
,9678.66,-87.4,-10.8,5.9,6.0
,3.09,-87.0,-11.5,7.0,4.0
,0.43,-88.2,-10.9,5.9,4.0
,0.00,-84.0,-8.1,8.7,4.0
,0.00,-85.1,-10.1,7.6,4.0
,115.78,-84.1,-12.2,9.0,4.0
,13.48,-82.4,-9.9,10.4,4.0
,0.69,-82.7,-10.2,6.9,4.0
,1.25,-87.4,-10.7,3.7,4.0
,0.35,-84.2,-9.6,5.7,4.0
,0.80,-83.7,-10.9,9.1,4.0
,3.10,-83.1,-11.6,8.8,4.0
,0.00,-83.1,-11.5,9.3,4.0
,0.47,-82.6,-11.7,8.4,4.0
,1.39,-85.6,-10.9,9.4,4.0
,0.00,-83.5,-8.9,8.1,4.0
,0.00,-84.8,-9.4,5.1,4.0
,0.00,-85.8,-9.3,6.1,4.0
,0.00,-86.4,-8.7,7.9,4.0
,0.00,-83.0,-8.9,8.8,4.0
,0.00,-83.7,-10.1,11.1,4.0
,0.00,-86.5,-13.2,6.2,4.0
,0.00,-87.2,-13.7,6.6,4.0
,0.00,-90.0,-13.1,4.5,4.0
,0.00,-91.4,-11.6,3.9,4.0
,0.00,-90.2,-11.2,4.4,4.0
,0.00,-90.2,-11.6,3.2,4.0
,0.00,-90.2,-13.1,-1.2,4.0
,0.00,-91.3,-11.6,0.5,4.0
,0.00,-91.9,-12.5,2.0,4.0
,0.00,-91.4,-16.0,-1.0,4.0
,0.00,-89.3,-13.9,-0.6,4.0
,0.37,-91.2,-15.1,-3.5,4.0
,6.22,-90.7,-13.9,-1.2,6.7
,7847.35,-89.9,-13.4,0.8,30.0
8331.67,25346.23,-88.7,-15.5,1.3,70.4
19301.46,27294.37,-89.8,-17.2,-2.9,82.0
26990.03,30681.25,-91.3,-17.5,-1.5,85.6
30868.19,31605.78,-89.5,-16.8,-1.1,87.2
30886.85,25474.99,-90.7,-17.1,2.4,72.9
23025.47,7507.99,-89.4,-12.6,6.4,20.8
18900.16,22188.38,-88.8,-15.6,7.5,90.4
1522.80,39517.08,-88.1,-16.5,4.3,92.0
42356.83,35121.59,-88.4,-14.1,8.3,88.0
33356.89,27839.39,-87.1,-16.4,5.8,75.1
28454.26,5903.99,-88.8,-14.4,4.4,28.0
8391.60,13715.44,-94.2,-16.0,3.2,63.6
11016.00,44138.55,-89.9,-15.5,7.0,86.4
34405.16,58144.82,-89.6,-14.4,8.3,83.2
58280.70,56181.61,-90.3,-15.7,5.8,92.4
54370.36,52554.52,-87.6,-14.7,8.2,77.6
50436.00,50367.58,-91.0,-14.1,5.5,81.8
54134.02,53009.14,-91.3,-15.1,6.8,81.6
47249.59,61325.14,-88.4,-15.2,7.8,86.8
34243.98,60032.39,-87.3,-14.2,6.8,85.2
58367.31,54781.71,-90.6,-15.7,5.8,91.6
58141.05,55623.70,-90.6,-15.7,7.2,89.6
50495.17,29985.46,-90.0,-12.5,8.9,46.8
49879.74,26453.08,-90.8,-11.9,10.1,36.9
23319.10,31202.37,-90.7,-11.6,9.5,40.8
30972.51,31514.91,-91.0,-12.8,9.2,46.8
31105.81,26573.33,-89.2,-12.4,9.3,41.6
26954.62,29070.34,-88.8,-11.9,10.2,46.7
27205.39,32893.70,-89.6,-11.5,9.4,47.2
30928.21,36650.87,-88.5,-12.8,9.6,48.0
34927.20,41971.01,-87.8,-12.9,9.6,67.2
38838.10,47027.19,-88.0,-13.5,9.6,73.6
34984.50,46669.58,-88.0,-13.8,9.7,62.4
54307.46,46919.59,-88.9,-13.3,9.7,80.4
46590.39,51914.50,-89.2,-13.8,9.3,85.6
50420.88,43236.06,-90.5,-14.1,6.8,73.3
35569.12,46059.55,-91.2,-13.6,7.3,74.0
53551.80,54262.52,-90.6,-14.8,7.0,80.0
50445.65,56718.17,-89.6,-13.6,9.0,74.4
54406.70,56999.14,-90.0,-13.9,8.6,78.4
58331.38,58428.78,-89.6,-14.4,9.2,86.0
58306.90,50853.22,-92.1,-14.8,8.1,78.4
50280.73,54177.41,-90.7,-14.3,7.2,84.0
50472.98,50261.51,-89.2,-13.5,7.8,71.6
50481.15,55728.42,-90.6,-14.3,8.1,85.3
58251.06,41144.56,-89.7,-15.6,7.1,88.0
38470.57,25019.62,-89.9,-12.6,7.4,51.6
22897.16,20475.35,-88.0,-11.4,9.1,37.0
,,-84.3,-10.0,12.4,36.0
15997.60,37857.93,-85.2,-12.7,13.4,61.2
45576.65,35153.07,-87.5,-11.6,12.3,55.6
42602.45,21464.99,-88.2,-11.3,11.9,40.9
22852.80,27232.76,-88.9,-11.4,10.3,40.8
23122.52,33635.17,-86.2,-12.2,10.6,46.8
31023.39,37778.15,-90.2,-14.2,7.1,66.4
34889.30,39720.31,-89.9,-14.3,5.4,72.0
38773.10,40136.51,-91.0,-14.1,5.8,66.8
42670.18,39427.64,-89.6,-13.8,6.5,65.3
38656.80,38418.28,-90.9,-13.3,7.4,60.4
36753.50,34550.01,-90.2,-13.2,6.4,62.0
36806.40,22194.05,-89.3,-12.4,6.5,33.6
23166.00,17199.14,-90.5,-10.9,7.4,26.8
19267.20,18215.85,-90.5,-13.1,7.4,30.7
19299.60,18022.31,-89.1,-13.2,5.0,36.4
15433.20,25910.17,-91.0,-12.0,6.7,37.3
11566.80,20878.52,-90.5,-12.9,8.1,32.8
34821.33,16776.15,-89.7,-12.5,4.9,27.1
15465.54,27590.13,-87.2,-12.9,5.4,40.0
15538.63,29688.92,-90.5,-13.4,6.1,46.0
38735.22,18947.94,-86.6,-11.8,8.6,29.5
19197.13,28076.19,-84.8,-12.0,13.9,37.8
31050.58,29313.04,-83.3,-10.2,17.0,29.2
11545.20,24967.64,-80.7,-10.1,16.6,28.0
38708.77,25555.48,-78.5,-10.5,15.6,25.6
15546.75,22368.34,-78.7,-11.1,14.8,22.7
19213.20,25768.86,-79.0,-10.4,15.9,30.0
27212.19,32764.53,-79.4,-10.3,16.9,32.0
27062.84,32308.13,-86.5,-10.3,12.9,34.9
30986.51,34988.74,-85.2,-11.0,14.6,45.3
34811.64,41387.69,-84.3,-10.3,13.8,44.8
50521.25,43488.08,-86.1,-12.4,9.0,53.7
42692.35,40023.76,-88.1,-10.7,13.4,64.8
36250.53,31983.96,-88.0,-12.7,12.2,50.0
21794.29,34105.05,-88.8,-11.2,12.7,50.4
32706.54,10420.30,-87.8,-11.5,12.5,13.7
29329.13,27251.24,-89.0,-12.0,11.6,51.1
7755.41,38778.99,-89.9,-13.5,9.9,65.8
42627.60,40018.89,-88.9,-13.2,11.2,58.7
35002.80,46358.94,-87.6,-12.9,12.3,54.4
38516.84,40781.14,-88.6,-12.2,10.4,47.6
46633.99,37786.99,-88.8,-12.1,10.7,45.2
38762.50,41001.88,-87.9,-11.3,10.7,48.0
38926.23,39873.96,-88.4,-12.2,13.4,46.0
38778.58,32587.41,-88.7,-13.1,11.8,45.8
34400.18,30419.09,-87.0,-12.4,9.2,43.6
31437.85,33846.27,-89.5,-11.9,7.1,45.6
30948.34,19716.14,-89.0,-12.7,7.2,28.0
27097.27,20826.97,-90.9,-12.5,7.7,33.8
19344.73,24643.97,-90.5,-13.3,7.7,35.6
23241.60,27490.55,-88.9,-12.9,11.6,42.4
26054.38,33945.35,-85.6,-10.6,13.3,39.2
32121.21,35552.59,-84.2,-11.6,12.5,37.8
34973.78,40419.51,-84.2,-11.7,14.2,43.6
38817.05,41491.09,-83.7,-12.6,13.8,51.2
38836.92,51705.60,-88.0,-13.6,9.3,64.4
50519.34,41979.55,-90.0,-13.6,7.4,55.6
42561.22,43726.82,-88.5,-12.7,8.0,55.2
23277.00,43333.29,-89.8,-13.6,7.5,60.4
42846.82,52964.82,-89.2,-14.4,6.3,69.2
46508.57,56490.16,-91.3,-13.7,7.1,69.6
54492.66,43745.47,-90.9,-13.7,5.7,54.8
50044.53,44867.94,-90.1,-14.2,6.7,60.4
43012.58,40252.71,-88.8,-14.4,7.5,53.2
42642.80,51114.38,-90.8,-14.0,8.1,76.4
46680.54,40226.06,-88.1,-14.4,7.6,65.6
42390.74,37931.74,-88.1,-14.3,4.9,58.4
38887.79,41650.22,-90.5,-12.1,6.7,55.0
38713.75,26308.22,-89.9,-12.8,5.5,46.4
33274.90,35139.64,-89.3,-12.4,7.4,49.3
,3666.53,-88.0,-13.1,5.6,12.0
,3.98,-89.7,-12.3,4.1,4.0
,0.00,-91.4,-11.8,2.4,4.0
,3.28,-91.7,-11.3,5.8,4.0
,0.00,-91.9,-12.0,4.0,4.0
,0.00,-88.9,-10.5,4.8,4.0
,0.00,-90.3,-11.6,2.0,4.0
,0.00,-90.7,-10.9,5.8,4.0
,0.00,-91.8,-12.9,1.6,4.0
,0.00,-90.5,-13.8,1.4,
,0.00,-91.9,-15.3,1.9,4.0
,,-89.4,-11.5,-0.7,4.0
,1.39,-91.2,-14.4,-4.3,4.0
,6.43,-91.5,-14.0,-1.5,4.0
,592.03,-90.5,-14.5,0.9,24.8
,12427.97,-88.2,-14.7,1.3,40.0
3842.82,43284.73,-89.3,-15.5,-0.2,87.0
46988.58,59760.28,-88.7,-16.1,5.5,93.1
30168.16,69719.26,-88.3,-16.1,5.4,97.2
61975.02,76964.93,-86.1,-14.8,8.3,94.0
90831.05,68712.05,-88.9,-15.2,5.9,97.2
53984.85,61769.28,-89.1,-14.9,8.4,89.6
40410.67,57529.92,-87.9,-13.8,7.7,73.2
84020.88,42695.17,-86.2,-12.7,8.7,49.8
31112.23,39382.36,-84.9,-10.4,10.4,48.0
71753.83,40824.60,-84.9,-12.0,11.2,54.8
38724.29,44205.15,-83.8,-13.0,12.5,58.8
38912.82,48884.22,-83.2,-12.0,11.3,63.2
46498.34,52186.40,-83.2,-12.8,10.3,64.4
50608.17,55339.98,-83.7,-11.8,12.3,67.6
54350.90,55603.46,-84.1,-11.6,12.9,68.0
58260.34,62486.10,-85.3,-12.8,9.1,78.0
54552.47,62690.93,-88.7,-14.3,7.9,67.6
66196.05,29378.92,-89.8,-13.2,5.8,48.4
42195.40,38009.04,-89.5,-13.4,7.6,53.8
31996.67,33593.01,-85.8,-12.6,9.1,43.2
22334.40,29734.75,-83.6,-10.8,10.5,35.6
30904.42,34030.04,-83.3,-10.3,12.9,35.2
31053.18,26231.74,-80.5,-10.7,11.5,29.3
42646.35,26977.67,-78.1,-11.0,15.0,30.4
27068.93,28551.68,-77.8,-11.4,14.6,26.0
15552.00,17591.60,-75.2,-10.3,17.3,18.2
24925.10,19394.51,-74.6,-10.2,15.6,21.6
17496.00,19681.37,-74.3,-8.5,16.4,17.3
19260.44,17828.22,-76.0,-9.9,16.8,19.1
19364.40,24559.84,-78.2,-9.0,17.1,20.0
19263.22,24157.37,-79.2,-10.2,15.5,29.2
25750.48,34212.54,-78.5,-9.0,15.3,34.4
12009.05,39452.76,-79.3,-9.3,16.8,36.0
47608.46,41960.39,-81.1,-11.1,13.8,45.2
38718.69,43242.96,-79.5,-11.6,14.3,43.2
