4G_App_Thrp,PDCP_Thrp,RSRP,RSRQ,SINR,PDSCH_RB
38193.58,86920.05,-79.5,-11.6,14.2,95.2
84426.56,86193.36,-79.8,-11.6,13.7,91.2
84426.56,86193.36,-79.8,-11.6,13.7,91.2
88098.4,62910.08,-77.8,-11,24.4,54.7
88098.4,62910.08,-77.8,-11,24.4,54.7
72852.93,89701.87,-78.3,-11.5,20.6,88.4
72852.93,89701.87,-78.3,-11.5,20.6,88.4
80392,93648.51,-78.1,-11.8,19.6,89.6
80392,93648.51,-78.1,-11.8,19.6,89.6
84389.6,89620.15,-77.3,-11.6,22.9,77.2
84389.6,89620.15,-77.3,-11.6,22.9,77.2
43014.4,96097.94,-76.9,-11,18.9,90.8
43014.4,96097.94,-76.9,-11,18.9,90.8
121409.6,95012.84,-75.2,-11.3,23.8,82
121409.6,95012.84,-75.2,-11.3,23.8,82
41756,88185.5,-74.3,-11.8,14,92
41756,88185.5,-74.3,-11.8,14,92
76086.4,103692.64,-72.9,-12,17.6,95.6
76086.4,103692.64,-72.9,-12,17.6,95.6
164641.8,110654.49,-73.3,-11.5,21.8,96
164641.8,110654.49,-73.3,-11.5,21.8,96
69056,103013.21,-71.6,-12,15.9,93.2
69056,103013.21,-71.6,-12,15.9,93.2
111092.8,111616.3,-71.8,-11.8,22.2,92.8
111092.8,111616.3,-71.8,-11.8,22.2,92.8
107452.8,112195.33,-71.5,-11.6,25.9,82.7
107452.8,112195.33,-71.5,-11.6,25.9,82.7
111113.7,121091.34,-71.2,-11.7,23.3,96.4
111113.7,121091.34,-71.2,-11.7,23.3,96.4
139276.8,132189.44,-69.9,-11.1,26.4,95.6
139276.8,132189.44,-69.9,-11.1,26.4,95.6
94567.2,124026.58,-69.9,-11.9,24.6,95.2
94567.2,124026.58,-69.9,-11.9,24.6,95.2
77116,119759.06,-71.1,-10.2,26.5,83.6
77116,119759.06,-71.1,-10.2,26.5,83.6
195851.58,107159.72,-71,-9.9,27,71.2
195851.58,107159.72,-71,-9.9,27,71.2
85132.09,106725.14,-68.9,-10.2,26,79.2
85132.09,106725.14,-68.9,-10.2,26,79.2
99775.41,131452.84,-71.5,-10.5,27,94
99775.41,131452.84,-71.5,-10.5,27,94
149836.19,131908.06,-73.6,-11.5,26.2,92.8
149836.19,131908.06,-73.6,-11.5,26.2,92.8
132626.92,96842.32,-73.8,-9.5,25.3,69.2
132626.92,96842.32,-73.8,-9.5,25.3,69.2
45692.08,116553.13,-70.2,-11.7,27.2,82.8
45692.08,116553.13,-70.2,-11.7,27.2,82.8
70010.95,118495.42,-69.2,-11.6,26.2,80.8
70010.95,118495.42,-69.2,-11.6,26.2,80.8
144210.27,93968.77,-68.2,-11.2,23.9,80.4
144210.27,93968.77,-68.2,-11.2,23.9,80.4
,126148.9,-70.4,-11.5,24.7,89.2
,126148.9,-70.4,-11.5,24.7,89.2
6666.4,112509.47,-68.8,-10.7,28.1,76
6666.4,112509.47,-68.8,-10.7,28.1,76
0,88510.6,-67.8,-8.5,29,55.6
0,88510.6,-67.8,-8.5,29,55.6
0,95706.43,-67.9,-9.8,27.8,69.2
0,95706.43,-67.9,-9.8,27.8,69.2
0,122559.5,-68.1,-10,29.2,86.8
0,122559.5,-68.1,-10,29.2,86.8
0,148103.02,-69,-11.3,28.6,96.8
0,148103.02,-69,-11.3,28.6,96.8
0,142684.92,-67.5,-11.8,29.1,95.2
0,142684.92,-67.5,-11.8,29.1,95.2
0,144977.81,-65.5,-11.6,28,94.4
0,144977.81,-65.5,-11.6,28,94.4
