POLQAScoreDL,AggActiveEcIo,AggActiveRSCP,ActiveSetMemberCount,AggActiveoverAggNonActive,BestActiveoverBestNonActive,DetectedSetCount,MonitoredSetCount,PathlossTop1,ULintfTop1,RACHLastTXpower,EcIoA1,EcIoA2,RSCPA1,RSCPA2,Speed,ASU_to_ASUC_ms,E1A_to_ASU_Delay_ms,E1A_to_ASUC_Delay_ms,E1B_to_ASU_Delay_ms,E1B_to_ASUC_Delay_ms,Interval_ASU_ASU_seconds,CompositeBLER%,NumofErrorBlocks,ReceivedGoodBlocks-Sum
4.25,-12.89999962,-89.69999695,1,-2.5,2.400000095,2,7,111,-104,-17.5,-13.39999962,-18,-90.09999847,-95.30000305,31.39999962,31,645,645,204,298,1.600000024,1.299999952,4,285
4.010000229,-10.5,-86.30000305,2,-0.200000003,3.900000095,2,7,111,-104,-17.5,-11.80000019,-16.79999924,-87.5,-93.19999695,29.10000038,2,1249,1273,334,336,1.210000038,5.5,29,532
3.849999905,-7.699999809,-63.40000153,1,0.5,3,3,1,111,-104,-17.5,-8.199999809,-10.10000038,-63.79999924,-70,21.79999924,0,317,317,340,342,1.370000005,7.900000095,35,518
3.410000086,-14.60000038,-60.59999847,1,-1.399999976,-1.600000024,0,1,111,-104,-17.5,-15.30000019,-18,-61,-64,30,1,435,436,340,342,1.370000005,23.60000038,61,368
4.239999771,-5.599999905,-61.5,1,7.5,7.5,1,1,111,-102,-19,-5.599999905,-16.20000076,-61.5,-82.80000305,27.79999924,54,448,448,294,348,5.570000172,22.60000038,77,280
4.309999943,-7.300000191,-64.90000153,1,10.5,13,0,2,111,-105,-19,-7.5,-16.20000076,-65,-82.80000305,23.60000038,54,448,448,294,348,5.570000172,13.60000038,146,1035
3.460000038,-7.800000191,-73.90000153,1,4,6.199999809,1,2,111,-105,-19,-8.5,-12.10000038,-74.59999847,-73.19999695,27.89999962,5,448,448,360,371,2.440000057,21.29999924,51,191
4.019999981,-6.900000095,-68.90000153,2,-8.199999809,-6.099999905,4,3,116.3000031,-105,-19,-9.899999619,-10.80000019,-71.90000153,-72.59999847,28.70000076,5,448,448,360,371,2.440000057,6.699999809,43,602
3.970000029,-7.900000095,-70.19999695,2,-3.599999905,-2.200000048,3,3,116.0999985,-105,-19,-9.600000381,-11.30000019,-72,-74,31.5,0,2684,2684,208,208,2.279999971,8.300000191,43,502
4.320000172,-10,-68.19999695,1,7.5,9,0,2,113,-105,-19,-10.39999962,-14.69999981,-68.5,-70.30000305,25.10000038,1,560,562,291,397,8.619999886,19.29999924,96,402
3.920000076,-9.899999619,-66,1,4.599999905,6.300000191,0,2,116.1999969,-104,-19,-10.60000038,-15.19999981,-66.59999847,-73,10,1,560,562,291,397,8.619999886,10.5,76,695
3.789999962,-9.100000381,-71.09999847,2,12.69999981,12,1,0,116.1999969,-104,-19,-9.800000191,-17.5,-71.80000305,-80,20.60000038,1,222,302,216,217,14.78999996,4.599999905,13,276
4.389999866,-5,-71.5,1,10.10000038,10.30000019,0,1,116.1999969,-104,-19,-5,-9.600000381,-71.5,-72.30000305,24.39999962,80,222,302,389,394,8.18999958,28.20000076,97,250
4.170000076,-4.599999905,-70.59999847,1,4.300000191,5.199999809,1,3,116.1999969,-104,-19,-4.900000095,-9.600000381,-73.5,-72.30000305,33.59999847,5,528,575,389,394,12.93000031,20.79999924,93,398
4.360000134,-5.400000095,-76,2,0.300000012,2.099999905,1,4,116.1999969,-104,-19,-6.900000095,-10.10000038,-77.09999847,-83.19999695,26.70000076,31,528,575,338,384,2.769999981,2.5,24,881
4.21999979,-7.199999809,-52.09999847,1,12.80000019,12.80000019,0,1,110.6999969,-104,-19,-7.199999809,-12.69999981,-52.09999847,-68.40000153,43.90000153,0,198,198,404,404,4.320000172,10.39999962,26,245
4.380000114,-4,-51.09999847,1,-7.900000095,-6.699999809,0,0,110.6999969,-104,-19,-4,-12.69999981,-51.09999847,-68.40000153,42,0,198,198,404,404,4.320000172,28.70000076,66,164
3.380000114,-10.19999981,-72,1,-7.900000095,-6.699999809,1,1,110.6999969,-104,-19,-10.19999981,-12.69999981,-72,-68.40000153,42.90000153,0,198,198,404,404,4.320000172,37.70000076,40,66
4.199999809,-5.800000191,-61.5,2,-5.099999905,-4.400000095,1,1,110.6999969,-104,-19,-7.300000191,-12.69999981,-62.90000153,-68.40000153,34.29999924,34,214,281,404,404,1.74000001,2.5,7,279
3.539999962,-1.899999976,-63.5,1,-3.599999905,1,3,1,110.6999969,-104,-19,-1.899999976,-13.30000019,-63.5,-75.40000153,32,20,343,354,304,333,1.710000038,28.10000038,64,164
4.210000038,-3.799999952,-66,1,-1.5,-0.400000006,1,2,110.6999969,-104,-19,-3.799999952,-13.30000019,-66,-75.40000153,32.90000153,20,343,354,304,333,1.710000038,10.10000038,25,248
4.389999866,-8.100000381,-66.80000305,1,-2.400000095,-0.400000006,1,2,110.6999969,-104,-19,-8.199999809,-13.30000019,-66.90000153,-75.40000153,0.5,20,343,354,304,333,1.710000038,13,3314,25122
3.440000057,-8.600000381,-66.30000305,1,9.399999619,10.60000038,0,2,114.4000015,-104,-19,-9.5,-15.10000038,-66.80000305,-74.90000153,31.10000038,0,372,372,220,220,7.340000153,6.099999905,18,379
2.660000086,-9,-65.59999847,1,7.300000191,9,0,2,114.4000015,-104,-19,-9.5,-17.89999962,-66,-74.59999847,26.5,3,372,372,282,287,2.440000057,8.600000381,67,758
4.139999866,-4.5,-63.29999924,2,8.899999619,7.599999905,0,2,114.4000015,-104,-19,-7,-8.800000191,-65.90000153,-67.69999695,27.10000038,1,337,338,340,346,2.380000114,10.5,60,582
4.190000057,-4.599999905,-58.70000076,2,5.900000095,6.900000095,2,2,114.4000015,-104,-19,-5.5,-11.39999962,-59.40000153,-66.40000153,23.5,10,200,200,340,346,1.289999962,7.800000191,77,1024
4.440000057,-7,-66,2,10.89999962,9.5,0,1,99.69999695,-104,-19,-8.399999619,-13,-67.30000305,-72,27.39999962,0,285,285,233,233,7.860000134,9.300000191,48,492
4.199999809,-8.399999619,-65.30000305,1,16,16.10000038,0,1,99.69999695,-104,-19,-8.800000191,-12.39999962,-65.59999847,-72.30000305,22.89999962,0,229,229,274,274,1.49000001,14.69999981,54,193
4.329999924,-2.5,-62.20000076,2,-7.300000191,-4.699999809,3,2,105.6999969,-104,-19,-4.699999809,-6.5,-64.40000153,-66.30000305,29.5,0,394,394,274,274,9.779999733,30.39999962,34,78
3.859999895,-3.099999905,-79.69999695,2,-6.199999809,-3.099999905,1,4,105.6999969,-104,-19,-4.800000191,-7.900000095,-81.40000153,-84.80000305,28.89999962,0,394,394,274,274,9.779999733,16.20000076,19,98
3.75,-3,-74.30000305,1,12,12.5,0,2,105.6999969,-104,-19,-3,-15,-74.30000305,-65.59999847,34,0,394,394,274,274,9.779999733,47.29999924,96,107
4.360000134,-6.099999905,-55.79999924,2,-7.699999809,-8,2,0,105.6999969,-104,-19,-8,-15,-57.09999847,-65.59999847,32.40000153,0,1888,1941,274,274,2.769999981,18.79999924,39,171
3.890000105,-6,-68.80000305,1,8.199999809,11.60000038,0,3,105.6999969,-104,-19,-6,-13.5,-68.80000305,-93.09999847,32.09999847,205,1888,1941,231,436,2.420000076,3.200000048,9,280
2.99000001,-7.900000095,-87.80000305,3,3.200000048,7.300000191,2,7,105.6999969,-104,-19,-11.19999981,-13.5,-91.09999847,-93.09999847,46.40000153,75,1888,1941,1229,1353,1.639999986,11.89999962,16,118
3.339999914,-8.899999619,-89,2,-10.10000038,-3.599999905,9,7,105.6999969,-104,-19,-11,-10.60000038,-92.40000153,-92.19999695,29.10000038,75,1888,1941,1229,1353,1.639999986,6.699999809,36,389
4.170000076,-11.89999962,-73,1,-20.70000076,-19.60000038,2,0,105.6999969,-104,-19,-12.60000038,-7.599999905,-73.59999847,-69.30000305,46.40000153,44,724,724,1607,1694,1.610000014,32.40000153,87,177
4.28000021,-10.10000038,-74,1,5.400000095,9.399999619,1,3,105.6999969,-104,-19,-10.10000038,-15.5,-74,-90,39,44,724,724,1607,1694,1.610000014,18.29999924,22,98
2.839999914,-10.19999981,-84.30000305,3,-2.200000048,-1.200000048,4,5,105.6999969,-104,-19,-12.89999962,-15.5,-87.19999695,-90,34.5,44,724,724,1607,1694,1.610000014,7.400000095,18,216
4.019999981,-2.700000048,-66.40000153,1,-5.800000191,0.300000012,4,3,105.6999969,-104,-19,-2.700000048,-8.100000381,-66.40000153,-83,21,191,218,409,495,495,22.10000038,20.10000038,47,197
3.950000048,-4.300000191,-78.80000305,1,7.400000095,8.600000381,0,3,105.6999969,-104,-19,-5.599999905,-8.100000381,-80.09999847,-83,17.5,191,218,409,495,495,22.10000038,21.29999924,74,277
4.300000191,-10.10000038,-68.09999847,1,-10.19999981,-10.10000038,2,2,105.6999969,-104,-19,-10.10000038,-12.60000038,-68.09999847,-73.69999695,32.59999847,0,200,200,495,495,1.840000033,2.099999905,3,143
3.74000001,-7.099999905,-67.09999847,2,5.300000191,5,2,2,105.6999969,-104,-19,-8.600000381,-12.60000038,-68.30000305,-73.69999695,16.20000076,0,200,200,495,495,1.840000033,5.699999809,38,669
3.970000029,-3.099999905,-64.59999847,2,9.100000381,8.300000191,2,1,105.6999969,-104,-19,-5.800000191,-7.300000191,-67.19999695,-69,28,179,213,392,383,383,1.5,20,69,309
3.589999914,-8.5,-62.29999924,2,10.89999962,12,0,2,105.6999969,-104,-19,-9.800000191,-14.19999981,-63.20000076,-69.40000153,37,0,305,305,383,383,5.880000114,9.600000381,23,216
3.650000095,-7.800000191,-70.30000305,1,10.30000019,11.19999981,0,1,105.6999969,-104,-19,-8.399999619,-12.19999981,-70.69999695,-79.69999695,26,2,305,305,210,213,2.200000048,10.60000038,68,608
3.799999952,-5.5,-72.19999695,1,12.69999981,12.69999981,1,1,105.6999969,-104,-19,-6.699999809,-11.30000019,-73.30000305,-75.5,35.29999924,1,302,304,342,342,2.670000076,21.60000038,24,87
4.369999886,-7,-67.40000153,3,12.10000038,11.30000019,0,0,119.6999969,-104,-19,-10.5,-11.5,-70.09999847,-72.80000305,42.90000153,1,302,304,342,342,2.670000076,17.79999924,21,97
3.25999999,-3.700000048,-63.40000153,2,12.10000038,11.30000019,0,1,119.6999969,-104,-19,-4.5,-11.19999981,-64,-72.69999695,43.09999847,1,302,304,342,342,2.670000076,17.5,21,99
3.380000114,-10.60000038,-90.5,1,-9.600000381,-2.5,7,5,119.6999969,-104,-19,-11.69999981,-13.80000019,-91.30000305,-96,17.70000076,0,1206,1206,603,604,1.159999967,8.199999809,43,502
3.50999999,-8.899999619,-86.90000153,2,-8.100000381,-1.5,8,6,119.6999969,-104,-19,-10.10000038,-16.10000038,-88.90000153,-93.5,16.39999962,29,1238,1282,469,497,0.879999995,6.300000191,50,796
4.059999943,-8.600000381,-85.30000305,3,0.400000006,3.299999952,2,6,119.6999969,-104,-19,-11,-13.19999981,-87.80000305,-89.90000153,40.5,2,783,785,783,785,1.139999986,3,9,290
4.380000114,-7.900000095,-71.09999847,2,-1.200000048,-1.100000024,3,1,119.6999969,-104,-19,-10.19999981,-11.89999962,-73.40000153,-75.19999695,27.79999924,34,275,326,228,228,4.019999981,16.10000038,80,417
4.349999905,-2.200000048,-54.40000153,1,-2.200000048,-2.200000048,1,1,109.5,-104,-19,-2.200000048,-14.60000038,-54.40000153,-76.90000153,33.90000153,0,391,391,317,359,8.390000343,33.90000153,38,74
4.300000191,-10.39999962,-86.30000305,1,3.900000095,7.5,0,4,118.9000015,-104,-19,-10.39999962,-14.60000038,-86.30000305,-76.90000153,32.59999847,0,391,391,317,359,8.390000343,11.5,29,231
3.690000057,-8.199999809,-69.90000153,3,0.699999988,1.100000024,0,0,118.9000015,-104,-19,-10.5,-14.60000038,-71.59999847,-76.90000153,31.79999924,3,431,434,317,359,7.21999979,8.399999619,22,345
4.389999866,-5.300000191,-70.90000153,1,0.699999988,1.100000024,0,2,131,-104,-19,-5.300000191,-14.60000038,-70.90000153,-68.40000153,41.70000076,3,431,434,317,359,7.21999979,11.19999981,15,119
3.900000095,-6.900000095,-58.59999847,1,-8.399999619,-3.900000095,3,1,131,-104,-19,-6.900000095,-14.60000038,-58.59999847,-68.40000153,34.5,0,228,228,317,359,6.170000076,19.10000038,45,199
3.599999905,-3.400000095,-68.30000305,1,-4.599999905,-0.200000003,1,3,131,-104,-19,-3.400000095,-14.60000038,-68.30000305,-68.40000153,35.59999847,0,228,228,317,359,6.170000076,33.29999924,36,72
4.46999979,-2.400000095,-69.09999847,1,13.69999981,13.69999981,0,1,131,-104,-19,-2.400000095,-14.60000038,-69.09999847,-68.40000153,21.10000038,0,228,228,317,359,6.170000076,17.60000038,62,324
4.03000021,-8.699999809,-61.79999924,2,-8.800000191,-10,1,1,131,-104,-19,-10,-14.60000038,-62.79999924,-68.40000153,38.70000076,0,228,228,317,359,6.170000076,5.699999809,8,132
4.329999924,-8.5,-57.90000153,2,13,12.19999981,0,1,131,-104,-19,-10.5,-13,-59.59999847,-62.59999847,38.09999847,0,228,228,317,359,6.170000076,21.29999924,52,200
3.789999962,-5.199999809,-82.30000305,1,3.400000095,5.099999905,0,5,131,-104,-19,-6.199999809,-8.5,-83.19999695,-86.80000305,22.20000076,0,228,228,317,359,6.170000076,7.800000191,20,249
3.910000086,-5.800000191,-76,1,6.599999905,11.89999962,0,7,120.6999969,-104,-19,-6.099999905,-18,-76.19999695,-86.5,24.10000038,22,4595,4595,317,359,1.5,6.800000191,33,432
4.380000114,-6.900000095,-79.19999695,1,0.200000003,3.599999905,1,4,105.8000031,-104,-19,-8.300000191,-10.69999981,-80.5,-82.40000153,29.70000076,0,360,360,312,312,2.559999943,10,25,249
4.21999979,-7,-79.5,1,-8.100000381,-3.299999952,1,6,105.8000031,-104,-19,-7,-16.10000038,-79.5,-71.90000153,44.59999847,0,430,430,230,230,7.21999979,9.100000381,22,245
4.190000057,-8.800000191,-66.69999695,1,-9.300000191,-9.300000191,2,1,105.8000031,-104,-19,-8.800000191,-16.10000038,-66.69999695,-71.90000153,29.5,18,406,406,230,230,0.899999976,16.89999962,60,308
4.079999924,-5.5,-67.5,1,2.099999905,5.300000191,1,1,123.9000015,-93,-19,-5.5,-16.10000038,-67.5,-71.90000153,30,18,406,406,230,230,0.899999976,5.099999905,33,675
3.99000001,-7.599999905,-62,3,-10.60000038,-9,2,0,123.9000015,-93,-19,-9,-16.10000038,-63,-71.90000153,42.59999847,18,406,406,230,230,0.899999976,2,3,149
3.849999905,-4.800000191,-60.90000153,2,2.799999952,5.800000191,4,2,123.9000015,-93,-19,-5.300000191,-11.39999962,-61.40000153,-68,38.5,0,406,406,301,301,1.769999981,9.5,25,244
2.319999933,-12.30000019,-94.30000305,3,-3.299999952,-3.700000048,1,6,123.9000015,-93,-19,-15.10000038,-18.5,-97,-99.90000153,34,93,431,468,148,288,1.080000043,0,0,146
3.079999924,-7.400000095,-96.09999847,1,2.299999952,4.900000095,1,4,123.9000015,-93,-19,-8,-13.30000019,-96.69999695,-103,24.39999962,6,708,721,466,506,1.24000001,9.399999619,50,492
4.320000172,-6.800000191,-96.19999695,2,5.300000191,6.800000191,1,4,123.9000015,-93,-19,-7.900000095,-13.89999962,-97.19999695,-103.9000015,25.29999924,106,352,352,597,560,1.029999971,6.199999809,17,262
3.599999905,-7.699999809,-72.30000305,1,-8.800000191,-5,1,2,123.9000015,-93,-19,-7.699999809,-10.89999962,-72.30000305,-78.19999695,42.09999847,8,200,208,597,620,4.059999943,19.29999924,68,289
3.799999952,-6.199999809,-72.40000153,2,-6.099999905,-3,1,6,123.9000015,-93,-4,-8.100000381,-10.89999962,-75.40000153,-78.19999695,20.20000076,29,1134,1169,597,620,0.879999995,3.5,41,1301
4.449999809,-6.900000095,-63.79999924,1,21.70000076,21.70000076,0,1,123.9000015,-105,-4,-6.900000095,-15.89999962,-63.79999924,-68.59999847,26,29,412,470,328,328,4.559999943,12.69999981,45,353
4.21999979,-5.5,-58.5,1,2.900000095,3.299999952,1,1,123.9000015,-105,-4,-5.900000095,-15.89999962,-58.90000153,-68.59999847,31.20000076,29,412,470,328,328,4.559999943,18.70000076,97,427
3.400000095,-5.699999809,-64,1,-1.200000048,0.400000006,3,1,123.9000015,-105,-4,-6.300000191,-6.199999809,-64.5,-68.90000153,28.39999962,2,411,413,192,413,7.610000134,12.19999981,59,466
4.269999981,-6.900000095,-66.09999847,1,-4.699999809,-3.400000095,2,1,123.9000015,-105,-4,-6.900000095,-12.19999981,-66.09999847,-75,23.70000076,110,417,417,192,413,8.289999962,11.19999981,37,373
4.260000229,-6.199999809,-68.09999847,1,0.899999976,3.700000048,4,2,123.9000015,-105,-4,-7.400000095,-12.19999981,-69.09999847,-75,22.29999924,89,240,417,401,402,1.639999986,9.699999809,82,864
4.300000191,-3.799999952,-67.19999695,3,11.69999981,9.199999809,0,1,123.9000015,-105,-4,-6.199999809,-10,-69.69999695,-73.59999847,31.39999962,0,216,395,253,253,4.159999847,19.20000076,47,206
4.300000191,-5.099999905,-69,3,-10.80000019,-7.599999905,4,2,123.9000015,-105,-4,-7.599999905,-10.60000038,-81.59999847,-70.80000305,32.20000076,0,216,395,253,253,4.159999847,14.60000038,23,134
3.99000001,-7,-59.5,1,3.599999905,6.400000095,1,3,123.9000015,-105,-4,-7,-11.30000019,-59.5,-85.59999847,39.90000153,179,216,395,436,446,8.710000038,15.69999981,41,220
4.090000153,-6.699999809,-71.19999695,1,2.900000095,3.599999905,0,2,123.9000015,-105,-4,-6.699999809,-11.30000019,-71.19999695,-85.59999847,21,179,216,395,436,446,8.710000038,36.79999924,39,67
4.409999847,-4,-75.40000153,3,1.600000024,4,1,7,123.9000015,-105,-4,-5.699999809,-11.30000019,-76.30000305,-85.59999847,29.89999962,21,594,612,436,446,0.829999983,4.199999809,17,418
3.450000048,-4.800000191,-81.19999695,3,-7.900000095,-5,1,6,123.9000015,-105,-4,-7.599999905,-9.399999619,-85.90000153,-86.09999847,25.29999924,1,912,912,912,912,1.190000057,5.800000191,16,358
4.349999905,-4.599999905,-68.80000305,1,6.300000191,6.800000191,1,1,123.9000015,-105,-4,-4.599999905,-13.30000019,-68.80000305,-93.19999695,30.79999924,0,2663,2663,1182,1238,2.329999924,8,30,374
4.010000229,-8.300000191,-87.69999695,2,1.899999976,4,0,9,123.9000015,-105,-4,-9.899999619,-13.30000019,-89.19999695,-93.19999695,38.79999924,0,2663,2663,1182,1238,2.329999924,9.899999619,13,118
3.75999999,-8.800000191,-95.69999695,2,1.200000048,3.200000048,1,6,123.9000015,-105,-4,-11.19999981,-13.69999981,-98.30000305,-100.5,26,37,2314,2314,1182,1238,1.809999943,6.099999905,33,515
3.539999962,-8.300000191,-94.69999695,2,0.200000003,1.200000048,1,7,123.9000015,-105,-4,-11.30000019,-12.80000019,-97.59999847,-99.5,8,13,1254,1273,854,875,1.299999952,2.099999905,50,2219
3.779999971,-7.300000191,-75.90000153,2,-9.5,-5.400000095,3,6,123.9000015,-105,-4,-9.199999809,-11.80000019,-78,-83.19999695,30.29999924,39,819,839,492,550,1.080000043,6.199999809,33,517
3.529999971,-4.900000095,-68,2,9.600000381,10.39999962,1,1,123.9000015,-105,-9,-6.099999905,-11.69999981,-68.90000153,-79.80000305,26.29999924,1,169,170,317,318,2.690000057,20.79999924,65,269
4.269999981,-5.300000191,-73.19999695,2,3.299999952,4.199999809,1,2,123.9000015,-105,-9,-7.300000191,-10.30000019,-75.30000305,-78.09999847,23.79999924,1,169,170,296,303,4.449999809,8.100000381,51,626
3.119999886,-8,-69.5,2,7.300000191,7.400000095,0,2,126.1999969,-105,-9,-9.199999809,-12.89999962,-70.59999847,-75.19999695,25.5,3,5392,5393,296,303,3.109999895,11.19999981,55,472
3.710000038,-9.899999619,-62.09999847,1,-2.599999905,-1.100000024,1,1,126.1999969,-105,-9,-10.19999981,-18.39999962,-62.29999924,-71.30000305,32.59999847,0,260,260,206,210,2.75999999,8.399999619,42,498
4.340000153,-3.599999905,-77.80000305,1,-2.200000048,1.600000024,4,5,126.1999969,-105,-9,-4.300000191,-8.399999619,-78.5,-82.90000153,30.39999962,1,187,188,210,210,4.590000153,5.300000191,13,303
3.809999943,-3.5,-71.69999695,1,6,7.699999809,0,5,126.1999969,-105,-9,-3.5,-15.10000038,-71.69999695,-77.19999695,27.5,0,450,451,210,210,4.590000153,23.29999924,28,92
4.050000191,-4.099999905,-66.40000153,1,7.400000095,10.30000019,0,4,126.1999969,-105,-9,-4.400000095,-15.10000038,-66.5,-77.19999695,33.90000153,0,450,451,210,210,4.590000153,8.199999809,21,256
4.019999981,-4.699999809,-58.70000076,1,10.39999962,14.10000038,0,3,126.1999969,-105,-9,-4.699999809,-10.39999962,-58.70000076,-87.59999847,34.79999924,1,450,451,213,213,5.440000057,4.800000191,13,274
3.930000067,-8.199999809,-81.90000153,1,-2.099999905,1.600000024,1,6,126.1999969,-105,-9,-8.600000381,-10.39999962,-82.09999847,-87.59999847,39,1,450,451,213,213,5.440000057,9.399999619,47,347
4.130000114,-9.899999619,-79.80000305,1,-13,-9.899999619,3,1,126.1999969,-106,-4,-9.899999619,-9.300000191,-79.80000305,-70.59999847,40.29999924,0,260,260,218,219,3.119999886,0.699999988,1,149
3.730000019,-7.800000191,-57.79999924,1,-6.400000095,-4.199999809,1,1,126.1999969,-106,-4,-7.800000191,-9.300000191,-57.79999924,-70.59999847,24.39999962,0,260,260,218,219,3.119999886,17.89999962,42,202
4.179999828,-3.799999952,-64.5,3,-8.600000381,-7.400000095,3,3,126.1999969,-106,-4,-7.400000095,-9.300000191,-67.59999847,-70.59999847,37.70000076,0,403,403,572,578,3.269999981,15.10000038,29,163
4.260000229,-6.400000095,-85,2,2.900000095,4.900000095,2,4,126.1999969,-106,-4,-8.100000381,-12.19999981,-86.59999847,-91.30000305,14.10000038,9,1168,1178,572,578,1.129999995,7.199999809,75,1087
4.289999962,-1.899999976,-53.70000076,1,9.600000381,8.899999619,0,0,124.0999985,-106,-4,-1.899999976,-7.300000191,-53.70000076,-63.5,39.70000076,12,918,936,331,350,0.670000017,8.600000381,22,255
4.369999886,-2.900000095,-59.40000153,1,9.600000381,8.899999619,0,1,124.0999985,-106,-4,-4.099999905,-7.300000191,-60.5,-63.5,38.79999924,12,918,936,331,350,0.670000017,13.69999981,52,338
4.079999924,-11.39999962,-88.69999695,2,-5.5,-1.5,3,12,124.0999985,-106,-4,-11.89999962,-21.29999924,-89.19999695,-98.5,37.90000153,12,918,936,331,350,0.670000017,6.800000191,9,123
4.170000076,-11.30000019,-84.40000153,2,-9.199999809,-8.199999809,3,6,124.0999985,-106,-4,-13.19999981,-13.30000019,-86.09999847,-86.09999847,44.5,4,678,682,614,620,0.870000005,5,14,279
4.380000114,-7.5,-77.5,2,-9.100000381,-4.900000095,2,5,124.0999985,-106,-4,-8.5,-12.69999981,-79,-83.40000153,29.29999924,11,744,948,493,498,1.059999943,7.599999905,51,523
3.819999933,-6.300000191,-72.69999695,1,3.099999905,4.900000095,2,2,124.0999985,-106,-4,-7.900000095,-10.19999981,-74.09999847,-78.80000305,22.60000038,31,798,798,290,352,3.700000048,13.60000038,96,691
4.239999771,-3.700000048,-70.09999847,1,9.899999619,10.80000019,0,2,124.0999985,-106,-4,-3.700000048,-10.10000038,-70.09999847,-73.09999847,15.69999981,0,17817,17817,140,218,17.60000038,19.79999924,135,621
3.559999943,-6,-67.59999847,1,8.399999619,8.600000381,0,1,124.0999985,-106,-4,-6,-10.10000038,-67.59999847,-73.09999847,24.10000038,0,17817,17817,140,218,17.60000038,8.600000381,46,504
4.28000021,-5.699999809,-66.40000153,1,8.600000381,8.600000381,0,1,124.0999985,-106,-4,-5.800000191,-10.10000038,-66.59999847,-73.09999847,22.60000038,39,324,344,140,218,4.730000019,15.19999981,75,447
3.369999886,-8.100000381,-58.09999847,2,9,7,0,1,124.0999985,-106,-4,-10.10000038,-12.80000019,-59.90000153,-63.29999924,24.79999924,2,603,608,343,343,1.700000048,9.699999809,25,235
4.340000153,-7.599999905,-67.5,1,7.300000191,8.5,0,2,124.0999985,-106,-4,-8.100000381,-12.30000019,-68.09999847,-74.09999847,22.79999924,2,603,608,343,343,1.700000048,1.799999952,18,886
4.340000153,-3.200000048,-68.40000153,3,2.200000048,2.400000095,4,3,124.0999985,-106,-4,-5.800000191,-9.300000191,-70.90000153,-74.59999847,31.79999924,65,331,369,246,326,1.919999957,15,57,355
4.21999979,-4.199999809,-69.80000305,2,7.400000095,9.899999619,0,4,124.0999985,-106,-4,-5.300000191,-10.69999981,-70.80000305,-76.80000305,42.59999847,21,290,290,297,328,1.159999967,5.800000191,15,263
4.190000057,-2.900000095,-68,1,10.19999981,14.69999981,0,6,124.0999985,-106,-4,-2.900000095,-15,-68,-86.69999695,25.5,2,422,424,195,197,2.549999952,27.20000076,59,159
4.5,-3.900000095,-75.19999695,1,5.099999905,6.599999905,1,3,124.0999985,-106,-4,-4,-15,-75.40000153,-86.69999695,35.20000076,2,422,424,195,197,2.549999952,9.600000381,24,225
4.199999809,-7.599999905,-74.5,1,2.799999952,2.799999952,2,1,130.8000031,-106,-4,-7.599999905,-11.80000019,-74.5,-92.69999695,28.20000076,34,422,424,425,468,3.440000057,0,0,298
3.930000067,-6.900000095,-87.80000305,2,3.099999905,5.5,1,7,130.8000031,-106,-4,-9.800000191,-11.80000019,-90.69999695,-92.69999695,6,34,422,424,425,468,3.440000057,15.10000038,75,406
3,-11.80000019,-87.09999847,1,-6.400000095,-5.800000191,2,2,101.6999969,-106,-4,-11.80000019,-8.699999809,-87.09999847,-63.40000153,44.79999924,3,296,299,311,311,14.67000008,25.60000038,31,90
4.449999809,-2.200000048,-52.70000076,1,2.099999905,2.099999905,0,0,101.6999969,-106,-4,-2.200000048,-8.699999809,-52.70000076,-63.40000153,49.59999847,92,25057,25240,311,311,14.67000008,16.39999962,21,107
4.260000229,-2.5,-56.70000076,1,2.099999905,2.099999905,0,1,101.6999969,-106,-4,-3.400000095,-8.699999809,-57.59999847,-63.40000153,30.39999962,92,25057,25240,311,311,14.67000008,14.60000038,71,451
4.260000229,-2.5,-63.40000153,2,9.300000191,11.30000019,0,3,101.6999969,-106,-4,-3.400000095,-10.30000019,-64.09999847,-71.40000153,48.09999847,161,201,358,244,405,2.309999943,17.70000076,20,93
4.380000114,-3.700000048,-65.09999847,2,-2.200000048,-2,1,2,101.6999969,-106,-4,-5.400000095,-8.800000191,-66.80000305,-70.5,13.60000038,157,201,358,300,334,15.35999966,8.699999809,30,373
3.859999895,-10.5,-75.09999847,1,-13.39999962,-10,1,3,101.6999969,-106,-4,-10.5,-16,-75.09999847,-71.90000153,28.60000038,157,201,358,300,334,15.35999966,10.80000019,14,116
4.179999828,-9.699999809,-71.19999695,1,-9.5,-6.199999809,1,2,101.6999969,-106,-4,-9.699999809,-16,-71.19999695,-71.90000153,24.60000038,0,202,202,300,334,13.38000011,13.10000038,34,226
4.349999905,-10.5,-70.90000153,1,-10.80000019,-7.5,2,1,101.6999969,-106,-4,-10.5,-16,-70.90000153,-71.90000153,37.90000153,0,202,202,300,334,13.38000011,24.5,27,83
4.360000134,-9.899999619,-56.40000153,1,-9.899999619,-9.899999619,1,1,101.6999969,-106,-4,-9.899999619,-16,-56.40000153,-71.90000153,36.59999847,1,361,362,300,334,0.980000019,17.5,45,212
3.950000048,-9,-65.69999695,2,-6.5,-4.199999809,4,1,101.6999969,-106,-4,-9.899999619,-16,-66.40000153,-71.90000153,34.20000076,1,361,362,300,334,0.980000019,7.400000095,27,383
4.159999847,-6.900000095,-67.19999695,2,-10.69999981,-8.600000381,3,1,105,-95.69999695,-4,-8.600000381,-12.10000038,-68.69999695,-72.5,20.39999962,9,338,338,232,262,2.420000076,10.30000019,109,832
